Date,Temperature,Stream,Reach,Section
8/27/02 0:50,9.84,Sulphur,2,downstream
8/27/02 1:30,9.68,Sulphur,2,downstream
8/27/02 2:10,9.53,Sulphur,2,downstream
8/27/02 2:50,9.22,Sulphur,2,downstream
8/27/02 3:30,9.06,Sulphur,2,downstream
8/27/02 4:10,8.91,Sulphur,2,downstream
8/27/02 4:50,8.75,Sulphur,2,downstream
8/27/02 5:30,8.6,Sulphur,2,downstream
8/27/02 6:10,8.44,Sulphur,2,downstream
8/27/02 6:50,8.29,Sulphur,2,downstream
8/27/02 7:30,8.13,Sulphur,2,downstream
8/27/02 8:10,7.98,Sulphur,2,downstream
8/27/02 8:50,7.98,Sulphur,2,downstream
8/27/02 9:30,8.13,Sulphur,2,downstream
8/27/02 10:10,8.6,Sulphur,2,downstream
8/27/02 10:50,9.22,Sulphur,2,downstream
8/27/02 11:30,9.84,Sulphur,2,downstream
8/27/02 12:10,10.62,Sulphur,2,downstream
8/27/02 12:50,11.54,Sulphur,2,downstream
8/27/02 13:30,12.32,Sulphur,2,downstream
8/27/02 14:10,13.09,Sulphur,2,downstream
8/27/02 14:50,13.56,Sulphur,2,downstream
8/27/02 15:30,13.71,Sulphur,2,downstream
8/27/02 16:10,13.41,Sulphur,2,downstream
8/27/02 16:50,13.56,Sulphur,2,downstream
8/27/02 17:30,13.41,Sulphur,2,downstream
8/27/02 18:10,13.09,Sulphur,2,downstream
8/27/02 18:50,12.94,Sulphur,2,downstream
8/27/02 19:30,12.63,Sulphur,2,downstream
8/27/02 20:10,12.47,Sulphur,2,downstream
8/27/02 20:50,12.16,Sulphur,2,downstream
8/27/02 21:30,12.01,Sulphur,2,downstream
8/27/02 22:10,11.69,Sulphur,2,downstream
8/27/02 22:50,11.54,Sulphur,2,downstream
8/27/02 23:30,11.23,Sulphur,2,downstream
8/28/02 0:10,11.08,Sulphur,2,downstream
8/28/02 0:50,10.92,Sulphur,2,downstream
8/28/02 1:30,10.77,Sulphur,2,downstream
8/28/02 2:10,10.46,Sulphur,2,downstream
8/28/02 2:50,10.31,Sulphur,2,downstream
8/28/02 3:30,10.15,Sulphur,2,downstream
8/28/02 4:10,10.15,Sulphur,2,downstream
8/28/02 4:50,9.99,Sulphur,2,downstream
8/28/02 5:30,9.84,Sulphur,2,downstream
8/28/02 6:10,9.84,Sulphur,2,downstream
8/28/02 6:50,9.68,Sulphur,2,downstream
8/28/02 7:30,9.68,Sulphur,2,downstream
8/28/02 8:10,9.68,Sulphur,2,downstream
8/28/02 8:50,9.53,Sulphur,2,downstream
8/28/02 9:30,9.53,Sulphur,2,downstream
8/28/02 10:10,9.68,Sulphur,2,downstream
8/28/02 10:50,9.84,Sulphur,2,downstream
8/28/02 11:30,10.15,Sulphur,2,downstream
8/28/02 12:10,10.62,Sulphur,2,downstream
8/28/02 12:50,11.23,Sulphur,2,downstream
8/28/02 13:30,12.01,Sulphur,2,downstream
8/28/02 14:10,12.63,Sulphur,2,downstream
8/28/02 14:50,13.41,Sulphur,2,downstream
8/28/02 15:30,13.56,Sulphur,2,downstream
8/28/02 16:10,12.94,Sulphur,2,downstream
8/28/02 16:50,12.78,Sulphur,2,downstream
8/28/02 17:30,12.63,Sulphur,2,downstream
8/28/02 18:10,12.78,Sulphur,2,downstream
8/28/02 18:50,12.78,Sulphur,2,downstream
8/28/02 19:30,12.78,Sulphur,2,downstream
8/28/02 20:10,12.47,Sulphur,2,downstream
8/28/02 20:50,12.32,Sulphur,2,downstream
8/28/02 21:30,12.01,Sulphur,2,downstream
8/28/02 22:10,11.85,Sulphur,2,downstream
8/28/02 22:50,11.69,Sulphur,2,downstream
8/28/02 23:30,11.38,Sulphur,2,downstream
8/29/02 0:10,11.23,Sulphur,2,downstream
8/29/02 0:50,10.92,Sulphur,2,downstream
8/29/02 1:30,10.77,Sulphur,2,downstream
8/29/02 2:10,10.62,Sulphur,2,downstream
8/29/02 2:50,10.46,Sulphur,2,downstream
8/29/02 3:30,10.31,Sulphur,2,downstream
8/29/02 4:10,10.15,Sulphur,2,downstream
8/29/02 4:50,10.15,Sulphur,2,downstream
8/29/02 5:30,9.99,Sulphur,2,downstream
8/29/02 6:10,9.84,Sulphur,2,downstream
8/29/02 6:50,9.84,Sulphur,2,downstream
8/29/02 7:30,9.68,Sulphur,2,downstream
8/29/02 8:10,9.53,Sulphur,2,downstream
8/29/02 8:50,9.53,Sulphur,2,downstream
8/29/02 9:30,9.68,Sulphur,2,downstream
8/29/02 10:10,9.68,Sulphur,2,downstream
8/29/02 10:50,10.15,Sulphur,2,downstream
8/29/02 11:30,10.77,Sulphur,2,downstream
8/29/02 12:10,11.08,Sulphur,2,downstream
8/29/02 12:50,11.38,Sulphur,2,downstream
8/29/02 13:30,11.85,Sulphur,2,downstream
8/29/02 14:10,12.47,Sulphur,2,downstream
8/29/02 14:50,12.94,Sulphur,2,downstream
8/29/02 15:30,13.09,Sulphur,2,downstream
8/29/02 16:10,12.94,Sulphur,2,downstream
8/29/02 16:50,13.09,Sulphur,2,downstream
8/29/02 17:30,13.09,Sulphur,2,downstream
8/29/02 18:10,12.94,Sulphur,2,downstream
8/29/02 18:50,12.94,Sulphur,2,downstream
8/29/02 19:30,12.78,Sulphur,2,downstream
8/29/02 20:10,12.63,Sulphur,2,downstream
8/29/02 20:50,12.32,Sulphur,2,downstream
8/29/02 21:30,12.01,Sulphur,2,downstream
8/29/02 22:10,11.85,Sulphur,2,downstream
8/29/02 22:50,11.54,Sulphur,2,downstream
8/29/02 23:30,11.38,Sulphur,2,downstream
8/30/02 0:10,11.08,Sulphur,2,downstream
8/30/02 0:50,10.92,Sulphur,2,downstream
8/30/02 1:30,10.77,Sulphur,2,downstream
8/30/02 2:10,10.62,Sulphur,2,downstream
8/30/02 2:50,10.46,Sulphur,2,downstream
8/30/02 3:30,10.15,Sulphur,2,downstream
8/30/02 4:10,9.99,Sulphur,2,downstream
8/30/02 4:50,9.68,Sulphur,2,downstream
8/30/02 5:30,9.53,Sulphur,2,downstream
8/30/02 6:10,9.37,Sulphur,2,downstream
8/30/02 6:50,9.22,Sulphur,2,downstream
8/30/02 7:30,8.91,Sulphur,2,downstream
8/30/02 8:10,8.91,Sulphur,2,downstream
8/30/02 8:50,8.91,Sulphur,2,downstream
8/30/02 9:30,9.06,Sulphur,2,downstream
8/30/02 10:10,9.22,Sulphur,2,downstream
8/30/02 10:50,9.53,Sulphur,2,downstream
8/30/02 11:30,9.53,Sulphur,2,downstream
8/30/02 12:10,9.53,Sulphur,2,downstream
8/30/02 12:50,9.84,Sulphur,2,downstream
8/30/02 13:30,10.15,Sulphur,2,downstream
8/30/02 14:10,10.92,Sulphur,2,downstream
8/30/02 14:50,11.23,Sulphur,2,downstream
8/30/02 15:30,11.38,Sulphur,2,downstream
8/30/02 16:10,11.54,Sulphur,2,downstream
8/30/02 16:50,11.69,Sulphur,2,downstream
8/30/02 17:30,12.16,Sulphur,2,downstream
8/30/02 18:10,12.32,Sulphur,2,downstream
8/30/02 18:50,12.32,Sulphur,2,downstream
8/30/02 19:30,12.16,Sulphur,2,downstream
8/30/02 20:10,12.01,Sulphur,2,downstream
8/30/02 20:50,11.85,Sulphur,2,downstream
8/30/02 21:30,11.54,Sulphur,2,downstream
8/30/02 22:10,11.38,Sulphur,2,downstream
8/30/02 22:50,11.23,Sulphur,2,downstream
8/30/02 23:30,11.08,Sulphur,2,downstream
8/31/02 0:10,10.77,Sulphur,2,downstream
8/31/02 0:50,10.62,Sulphur,2,downstream
8/31/02 1:30,10.46,Sulphur,2,downstream
8/31/02 2:10,10.46,Sulphur,2,downstream
8/31/02 2:50,10.31,Sulphur,2,downstream
8/31/02 3:30,10.15,Sulphur,2,downstream
8/31/02 4:10,9.99,Sulphur,2,downstream
8/31/02 4:50,9.84,Sulphur,2,downstream
8/31/02 5:30,9.53,Sulphur,2,downstream
8/31/02 6:10,9.37,Sulphur,2,downstream
8/31/02 6:50,9.22,Sulphur,2,downstream
8/31/02 7:30,8.91,Sulphur,2,downstream
8/31/02 8:10,8.91,Sulphur,2,downstream
8/31/02 8:50,8.75,Sulphur,2,downstream
8/31/02 9:30,9.06,Sulphur,2,downstream
8/31/02 10:10,9.37,Sulphur,2,downstream
8/31/02 10:50,9.84,Sulphur,2,downstream
8/31/02 11:30,10.46,Sulphur,2,downstream
8/31/02 12:10,11.23,Sulphur,2,downstream
8/31/02 12:50,12.01,Sulphur,2,downstream
8/31/02 13:30,12.32,Sulphur,2,downstream
8/31/02 14:10,13.09,Sulphur,2,downstream
8/31/02 14:50,13.71,Sulphur,2,downstream
8/31/02 15:30,13.87,Sulphur,2,downstream
8/31/02 16:10,14.02,Sulphur,2,downstream
8/31/02 16:50,14.02,Sulphur,2,downstream
8/31/02 17:30,14.18,Sulphur,2,downstream
8/31/02 18:10,14.33,Sulphur,2,downstream
8/31/02 18:50,14.33,Sulphur,2,downstream
8/31/02 19:30,14.02,Sulphur,2,downstream
8/31/02 20:10,13.87,Sulphur,2,downstream
8/31/02 20:50,13.56,Sulphur,2,downstream
8/31/02 21:30,13.09,Sulphur,2,downstream
8/31/02 22:10,12.78,Sulphur,2,downstream
8/31/02 22:50,12.47,Sulphur,2,downstream
8/31/02 23:30,12.16,Sulphur,2,downstream
9/1/02 0:10,11.85,Sulphur,2,downstream
9/1/02 0:50,11.69,Sulphur,2,downstream
9/1/02 1:30,11.38,Sulphur,2,downstream
9/1/02 2:10,11.23,Sulphur,2,downstream
9/1/02 2:50,10.92,Sulphur,2,downstream
9/1/02 3:30,10.62,Sulphur,2,downstream
9/1/02 4:10,10.46,Sulphur,2,downstream
9/1/02 4:50,10.15,Sulphur,2,downstream
9/1/02 5:30,9.84,Sulphur,2,downstream
9/1/02 6:10,9.68,Sulphur,2,downstream
9/1/02 6:50,9.37,Sulphur,2,downstream
9/1/02 7:30,9.22,Sulphur,2,downstream
9/1/02 8:10,8.91,Sulphur,2,downstream
9/1/02 8:50,8.91,Sulphur,2,downstream
9/1/02 9:30,9.06,Sulphur,2,downstream
9/1/02 10:10,9.37,Sulphur,2,downstream
9/1/02 10:50,9.84,Sulphur,2,downstream
9/1/02 11:30,10.15,Sulphur,2,downstream
9/1/02 12:10,10.77,Sulphur,2,downstream
9/1/02 12:50,11.69,Sulphur,2,downstream
9/1/02 13:30,12.47,Sulphur,2,downstream
9/1/02 14:10,13.09,Sulphur,2,downstream
9/1/02 14:50,13.41,Sulphur,2,downstream
9/1/02 15:30,13.71,Sulphur,2,downstream
9/1/02 16:10,14.18,Sulphur,2,downstream
9/1/02 16:50,14.33,Sulphur,2,downstream
9/1/02 17:30,14.18,Sulphur,2,downstream
9/1/02 18:10,14.18,Sulphur,2,downstream
9/1/02 18:50,14.02,Sulphur,2,downstream
9/1/02 19:30,13.87,Sulphur,2,downstream
9/1/02 20:10,13.56,Sulphur,2,downstream
9/1/02 20:50,13.25,Sulphur,2,downstream
9/1/02 21:30,12.94,Sulphur,2,downstream
9/1/02 22:10,12.63,Sulphur,2,downstream
9/1/02 22:50,12.32,Sulphur,2,downstream
9/1/02 23:30,12.01,Sulphur,2,downstream
9/2/02 0:10,11.69,Sulphur,2,downstream
9/2/02 0:50,11.54,Sulphur,2,downstream
9/2/02 1:30,11.23,Sulphur,2,downstream
9/2/02 2:10,11.08,Sulphur,2,downstream
9/2/02 2:50,10.77,Sulphur,2,downstream
9/2/02 3:30,10.46,Sulphur,2,downstream
9/2/02 4:10,10.31,Sulphur,2,downstream
9/2/02 4:50,10.15,Sulphur,2,downstream
9/2/02 5:30,9.84,Sulphur,2,downstream
9/2/02 6:10,9.68,Sulphur,2,downstream
9/2/02 6:50,9.37,Sulphur,2,downstream
9/2/02 7:30,9.22,Sulphur,2,downstream
9/2/02 8:10,9.06,Sulphur,2,downstream
9/2/02 8:50,8.91,Sulphur,2,downstream
9/2/02 9:30,9.06,Sulphur,2,downstream
9/2/02 10:10,9.53,Sulphur,2,downstream
9/2/02 10:50,9.99,Sulphur,2,downstream
9/2/02 11:30,10.62,Sulphur,2,downstream
9/2/02 12:10,11.38,Sulphur,2,downstream
9/2/02 12:50,12.32,Sulphur,2,downstream
9/2/02 13:30,12.94,Sulphur,2,downstream
9/2/02 14:10,13.71,Sulphur,2,downstream
9/2/02 14:50,14.33,Sulphur,2,downstream
9/2/02 15:30,14.8,Sulphur,2,downstream
9/2/02 16:10,15.12,Sulphur,2,downstream
9/2/02 16:50,15.27,Sulphur,2,downstream
9/2/02 17:30,15.43,Sulphur,2,downstream
9/2/02 18:10,15.43,Sulphur,2,downstream
9/2/02 18:50,15.27,Sulphur,2,downstream
9/2/02 19:30,14.96,Sulphur,2,downstream
9/2/02 20:10,14.64,Sulphur,2,downstream
9/2/02 20:50,14.33,Sulphur,2,downstream
9/2/02 21:30,13.87,Sulphur,2,downstream
9/2/02 22:10,13.56,Sulphur,2,downstream
9/2/02 22:50,13.09,Sulphur,2,downstream
9/2/02 23:30,12.78,Sulphur,2,downstream
9/3/02 0:10,12.47,Sulphur,2,downstream
9/3/02 0:50,12.16,Sulphur,2,downstream
9/3/02 1:30,11.85,Sulphur,2,downstream
9/3/02 2:10,11.69,Sulphur,2,downstream
9/3/02 2:50,11.38,Sulphur,2,downstream
9/3/02 3:30,11.08,Sulphur,2,downstream
9/3/02 4:10,10.92,Sulphur,2,downstream
9/3/02 4:50,10.62,Sulphur,2,downstream
9/3/02 5:30,10.46,Sulphur,2,downstream
9/3/02 6:10,10.15,Sulphur,2,downstream
9/3/02 6:50,9.99,Sulphur,2,downstream
9/3/02 7:30,9.84,Sulphur,2,downstream
9/3/02 8:10,9.68,Sulphur,2,downstream
9/3/02 8:50,9.68,Sulphur,2,downstream
9/3/02 9:30,9.68,Sulphur,2,downstream
8/14/02 15:46,12.78,Big,1,upstream
8/14/02 16:26,13.25,Big,1,upstream
8/14/02 17:06,13.71,Big,1,upstream
8/14/02 17:46,13.71,Big,1,upstream
8/14/02 18:26,13.56,Big,1,upstream
8/14/02 19:06,13.09,Big,1,upstream
8/14/02 19:46,12.78,Big,1,upstream
8/14/02 20:26,12.47,Big,1,upstream
8/14/02 21:06,12.32,Big,1,upstream
8/14/02 21:46,12.16,Big,1,upstream
8/14/02 22:26,11.85,Big,1,upstream
8/14/02 23:06,11.69,Big,1,upstream
8/14/02 23:46,11.38,Big,1,upstream
8/15/02 0:26,11.23,Big,1,upstream
8/15/02 1:06,10.77,Big,1,upstream
8/15/02 1:46,10.62,Big,1,upstream
8/15/02 2:26,10.31,Big,1,upstream
8/15/02 3:06,9.99,Big,1,upstream
8/15/02 3:46,9.84,Big,1,upstream
8/15/02 4:26,9.53,Big,1,upstream
8/15/02 5:06,9.22,Big,1,upstream
8/15/02 5:46,9.06,Big,1,upstream
8/15/02 6:26,8.75,Big,1,upstream
8/15/02 7:06,8.6,Big,1,upstream
8/15/02 7:46,8.44,Big,1,upstream
8/15/02 8:26,8.29,Big,1,upstream
8/15/02 9:06,8.13,Big,1,upstream
8/15/02 9:46,8.29,Big,1,upstream
8/15/02 10:26,8.44,Big,1,upstream
8/15/02 11:06,8.75,Big,1,upstream
8/15/02 11:46,9.06,Big,1,upstream
8/15/02 12:26,9.53,Big,1,upstream
8/15/02 13:06,10.15,Big,1,upstream
8/15/02 13:46,10.77,Big,1,upstream
8/15/02 14:26,11.54,Big,1,upstream
8/15/02 15:06,12.16,Big,1,upstream
8/15/02 15:46,12.78,Big,1,upstream
8/15/02 16:26,13.25,Big,1,upstream
8/15/02 17:06,13.71,Big,1,upstream
8/15/02 17:46,13.71,Big,1,upstream
8/15/02 18:26,13.41,Big,1,upstream
8/15/02 19:06,13.09,Big,1,upstream
8/15/02 19:46,12.78,Big,1,upstream
8/15/02 20:26,12.47,Big,1,upstream
8/15/02 21:06,12.32,Big,1,upstream
8/15/02 21:46,12.16,Big,1,upstream
8/15/02 22:26,12.01,Big,1,upstream
8/15/02 23:06,11.69,Big,1,upstream
8/15/02 23:46,11.54,Big,1,upstream
8/16/02 0:26,11.23,Big,1,upstream
8/16/02 1:06,10.92,Big,1,upstream
8/16/02 1:46,10.62,Big,1,upstream
8/16/02 2:26,10.31,Big,1,upstream
8/16/02 3:06,9.99,Big,1,upstream
8/16/02 3:46,9.84,Big,1,upstream
8/16/02 4:26,9.53,Big,1,upstream
8/16/02 5:06,9.22,Big,1,upstream
8/16/02 5:46,9.06,Big,1,upstream
8/16/02 6:26,8.75,Big,1,upstream
8/16/02 7:06,8.6,Big,1,upstream
8/16/02 7:46,8.44,Big,1,upstream
8/16/02 8:26,8.29,Big,1,upstream
8/16/02 9:06,8.29,Big,1,upstream
8/16/02 9:46,8.29,Big,1,upstream
8/16/02 10:26,8.6,Big,1,upstream
8/16/02 11:06,8.75,Big,1,upstream
8/16/02 11:46,9.22,Big,1,upstream
8/16/02 12:26,9.53,Big,1,upstream
8/16/02 13:06,10.15,Big,1,upstream
8/16/02 13:46,10.77,Big,1,upstream
8/16/02 14:26,11.38,Big,1,upstream
8/16/02 15:06,12.16,Big,1,upstream
8/16/02 15:46,12.63,Big,1,upstream
8/16/02 16:26,13.09,Big,1,upstream
8/16/02 17:06,13.41,Big,1,upstream
8/16/02 17:46,13.41,Big,1,upstream
8/16/02 18:26,13.09,Big,1,upstream
8/16/02 19:06,12.63,Big,1,upstream
8/16/02 19:46,12.16,Big,1,upstream
8/16/02 20:26,11.85,Big,1,upstream
8/16/02 21:06,11.54,Big,1,upstream
8/16/02 21:46,11.38,Big,1,upstream
8/16/02 22:26,11.08,Big,1,upstream
8/16/02 23:06,10.77,Big,1,upstream
8/16/02 23:46,10.46,Big,1,upstream
8/17/02 0:26,10.15,Big,1,upstream
8/17/02 1:06,9.84,Big,1,upstream
8/17/02 1:46,9.53,Big,1,upstream
8/17/02 2:26,9.22,Big,1,upstream
8/17/02 3:06,8.91,Big,1,upstream
8/17/02 3:46,8.6,Big,1,upstream
8/17/02 4:26,8.29,Big,1,upstream
8/17/02 5:06,7.98,Big,1,upstream
8/17/02 5:46,7.67,Big,1,upstream
8/17/02 6:26,7.37,Big,1,upstream
8/17/02 7:06,7.21,Big,1,upstream
8/17/02 7:46,6.9,Big,1,upstream
8/17/02 8:26,6.9,Big,1,upstream
8/17/02 9:06,6.74,Big,1,upstream
8/17/02 9:46,6.9,Big,1,upstream
8/17/02 10:26,7.06,Big,1,upstream
8/17/02 11:06,7.37,Big,1,upstream
8/17/02 11:46,7.67,Big,1,upstream
8/17/02 12:26,8.13,Big,1,upstream
8/17/02 13:06,8.75,Big,1,upstream
8/17/02 13:46,9.53,Big,1,upstream
8/17/02 14:26,10.15,Big,1,upstream
8/17/02 15:06,10.77,Big,1,upstream
8/17/02 15:46,11.23,Big,1,upstream
8/17/02 16:26,11.69,Big,1,upstream
8/17/02 17:06,11.85,Big,1,upstream
8/17/02 17:46,11.85,Big,1,upstream
8/17/02 18:26,11.85,Big,1,upstream
8/17/02 19:06,11.54,Big,1,upstream
8/17/02 19:46,11.23,Big,1,upstream
8/17/02 20:26,11.08,Big,1,upstream
8/17/02 21:06,10.77,Big,1,upstream
8/17/02 21:46,10.62,Big,1,upstream
8/17/02 22:26,10.46,Big,1,upstream
8/17/02 23:06,10.31,Big,1,upstream
8/17/02 23:46,10.15,Big,1,upstream
8/18/02 0:26,9.84,Big,1,upstream
8/18/02 1:06,9.53,Big,1,upstream
8/18/02 1:46,9.22,Big,1,upstream
8/18/02 2:26,9.06,Big,1,upstream
8/18/02 3:06,8.75,Big,1,upstream
8/18/02 3:46,8.6,Big,1,upstream
8/18/02 4:26,8.29,Big,1,upstream
8/18/02 5:06,8.13,Big,1,upstream
8/18/02 5:46,7.83,Big,1,upstream
8/18/02 6:26,7.67,Big,1,upstream
8/18/02 7:06,7.52,Big,1,upstream
8/18/02 7:46,7.21,Big,1,upstream
8/18/02 8:26,7.21,Big,1,upstream
8/18/02 9:06,7.06,Big,1,upstream
8/18/02 9:46,7.21,Big,1,upstream
8/18/02 10:26,7.37,Big,1,upstream
8/18/02 11:06,7.67,Big,1,upstream
8/18/02 11:46,7.98,Big,1,upstream
8/18/02 12:26,8.44,Big,1,upstream
8/18/02 13:06,8.91,Big,1,upstream
8/18/02 13:46,9.53,Big,1,upstream
8/18/02 14:26,10.31,Big,1,upstream
8/18/02 15:06,10.92,Big,1,upstream
8/18/02 15:46,11.54,Big,1,upstream
8/18/02 16:26,12.01,Big,1,upstream
8/18/02 17:06,12.32,Big,1,upstream
8/18/02 17:46,12.47,Big,1,upstream
8/18/02 18:26,12.16,Big,1,upstream
8/18/02 19:06,11.85,Big,1,upstream
8/18/02 19:46,11.54,Big,1,upstream
8/18/02 20:26,11.23,Big,1,upstream
8/18/02 21:06,11.08,Big,1,upstream
8/18/02 21:46,10.77,Big,1,upstream
8/18/02 22:26,10.62,Big,1,upstream
8/18/02 23:06,10.46,Big,1,upstream
8/18/02 23:46,10.31,Big,1,upstream
8/19/02 0:26,9.99,Big,1,upstream
8/19/02 1:06,9.68,Big,1,upstream
8/19/02 1:46,9.37,Big,1,upstream
8/19/02 2:26,9.06,Big,1,upstream
8/19/02 3:06,8.75,Big,1,upstream
8/19/02 3:46,8.6,Big,1,upstream
8/19/02 4:26,8.29,Big,1,upstream
8/19/02 5:06,8.13,Big,1,upstream
8/19/02 5:46,7.83,Big,1,upstream
8/19/02 6:26,7.67,Big,1,upstream
8/19/02 7:06,7.37,Big,1,upstream
8/19/02 7:46,7.21,Big,1,upstream
8/19/02 8:26,7.06,Big,1,upstream
8/19/02 9:06,7.06,Big,1,upstream
8/19/02 9:46,7.06,Big,1,upstream
8/19/02 10:26,7.21,Big,1,upstream
8/19/02 11:06,7.52,Big,1,upstream
8/19/02 11:46,7.83,Big,1,upstream
8/19/02 12:26,8.29,Big,1,upstream
8/19/02 13:06,8.91,Big,1,upstream
8/19/02 13:46,9.53,Big,1,upstream
8/19/02 14:26,10.15,Big,1,upstream
8/19/02 15:06,10.92,Big,1,upstream
8/19/02 15:46,11.38,Big,1,upstream
8/19/02 16:26,11.85,Big,1,upstream
8/19/02 17:06,12.16,Big,1,upstream
8/19/02 17:46,12.16,Big,1,upstream
8/19/02 18:26,11.85,Big,1,upstream
8/19/02 19:06,11.54,Big,1,upstream
8/19/02 19:46,11.23,Big,1,upstream
8/19/02 20:26,11.08,Big,1,upstream
8/19/02 21:06,10.92,Big,1,upstream
8/19/02 21:46,10.77,Big,1,upstream
8/19/02 22:26,10.62,Big,1,upstream
8/19/02 23:06,10.46,Big,1,upstream
8/19/02 23:46,10.31,Big,1,upstream
8/20/02 0:26,10.15,Big,1,upstream
8/20/02 1:06,9.99,Big,1,upstream
8/20/02 1:46,9.68,Big,1,upstream
8/20/02 2:26,9.53,Big,1,upstream
8/20/02 3:06,9.22,Big,1,upstream
8/20/02 3:46,9.06,Big,1,upstream
8/20/02 4:26,9.06,Big,1,upstream
8/20/02 5:06,8.91,Big,1,upstream
8/20/02 5:46,8.75,Big,1,upstream
8/20/02 6:26,8.6,Big,1,upstream
8/20/02 7:06,8.6,Big,1,upstream
8/20/02 7:46,8.44,Big,1,upstream
8/20/02 8:26,8.44,Big,1,upstream
8/20/02 9:06,8.29,Big,1,upstream
8/20/02 9:46,8.29,Big,1,upstream
8/20/02 10:26,8.44,Big,1,upstream
8/20/02 11:06,8.75,Big,1,upstream
8/20/02 11:46,9.06,Big,1,upstream
8/20/02 12:26,9.22,Big,1,upstream
8/20/02 13:06,9.37,Big,1,upstream
8/20/02 13:46,9.37,Big,1,upstream
8/20/02 14:26,9.68,Big,1,upstream
8/20/02 15:06,10.31,Big,1,upstream
8/20/02 15:46,10.77,Big,1,upstream
8/20/02 16:26,11.08,Big,1,upstream
8/20/02 17:06,11.08,Big,1,upstream
8/20/02 17:46,10.92,Big,1,upstream
8/20/02 18:26,10.92,Big,1,upstream
8/20/02 19:06,11.08,Big,1,upstream
8/20/02 19:46,11.08,Big,1,upstream
8/20/02 20:26,10.92,Big,1,upstream
8/20/02 21:06,10.92,Big,1,upstream
8/20/02 21:46,10.77,Big,1,upstream
8/20/02 22:26,10.62,Big,1,upstream
8/20/02 23:06,10.46,Big,1,upstream
8/20/02 23:46,10.31,Big,1,upstream
8/21/02 0:26,10.15,Big,1,upstream
8/21/02 1:06,9.99,Big,1,upstream
8/21/02 1:46,9.84,Big,1,upstream
8/21/02 2:26,9.68,Big,1,upstream
8/21/02 3:06,9.53,Big,1,upstream
8/21/02 3:46,9.37,Big,1,upstream
8/21/02 4:26,9.22,Big,1,upstream
8/21/02 5:06,9.06,Big,1,upstream
8/21/02 5:46,8.91,Big,1,upstream
8/21/02 6:26,8.91,Big,1,upstream
8/21/02 7:06,8.6,Big,1,upstream
8/21/02 7:46,8.6,Big,1,upstream
8/21/02 8:26,8.6,Big,1,upstream
8/21/02 9:06,8.6,Big,1,upstream
8/21/02 9:46,8.6,Big,1,upstream
8/21/02 10:26,8.6,Big,1,upstream
8/21/02 11:06,8.75,Big,1,upstream
8/21/02 11:46,9.22,Big,1,upstream
8/21/02 12:26,9.68,Big,1,upstream
8/21/02 13:06,9.84,Big,1,upstream
8/21/02 13:46,9.37,Big,1,upstream
8/21/02 14:26,9.68,Big,1,upstream
8/21/02 15:06,10.31,Big,1,upstream
8/21/02 15:46,10.31,Big,1,upstream
8/21/02 16:26,9.99,Big,1,upstream
8/21/02 17:06,9.84,Big,1,upstream
8/21/02 17:46,9.99,Big,1,upstream
8/21/02 18:26,9.99,Big,1,upstream
8/21/02 19:06,9.99,Big,1,upstream
8/21/02 19:46,9.68,Big,1,upstream
8/21/02 20:26,9.37,Big,1,upstream
8/21/02 21:06,9.22,Big,1,upstream
8/21/02 21:46,9.06,Big,1,upstream
8/21/02 22:26,8.91,Big,1,upstream
8/21/02 23:06,8.75,Big,1,upstream
8/21/02 23:46,8.44,Big,1,upstream
8/22/02 0:26,8.29,Big,1,upstream
8/22/02 1:06,8.13,Big,1,upstream
8/22/02 1:46,7.83,Big,1,upstream
8/22/02 2:26,7.67,Big,1,upstream
8/22/02 3:06,7.52,Big,1,upstream
8/22/02 3:46,7.21,Big,1,upstream
8/22/02 4:26,7.06,Big,1,upstream
8/22/02 5:06,6.9,Big,1,upstream
8/22/02 5:46,6.74,Big,1,upstream
8/22/02 6:26,6.59,Big,1,upstream
8/22/02 7:06,6.43,Big,1,upstream
8/22/02 7:46,6.43,Big,1,upstream
8/22/02 8:26,6.43,Big,1,upstream
8/22/02 9:06,6.43,Big,1,upstream
8/22/02 9:46,6.59,Big,1,upstream
8/22/02 10:26,6.74,Big,1,upstream
8/22/02 11:06,6.9,Big,1,upstream
8/22/02 11:46,7.06,Big,1,upstream
8/22/02 12:26,7.21,Big,1,upstream
8/22/02 13:06,7.52,Big,1,upstream
8/22/02 13:46,7.67,Big,1,upstream
8/22/02 14:26,7.83,Big,1,upstream
8/22/02 15:06,8.13,Big,1,upstream
8/22/02 15:46,8.75,Big,1,upstream
8/22/02 16:26,9.06,Big,1,upstream
8/22/02 17:06,9.22,Big,1,upstream
8/22/02 17:46,9.37,Big,1,upstream
8/22/02 18:26,9.37,Big,1,upstream
8/22/02 19:06,9.37,Big,1,upstream
8/22/02 19:46,9.22,Big,1,upstream
8/22/02 20:26,9.06,Big,1,upstream
8/22/02 21:06,8.91,Big,1,upstream
8/22/02 21:46,8.75,Big,1,upstream
8/22/02 22:26,8.6,Big,1,upstream
8/22/02 23:06,8.6,Big,1,upstream
8/22/02 23:46,8.44,Big,1,upstream
8/23/02 0:26,8.29,Big,1,upstream
8/23/02 1:06,7.98,Big,1,upstream
8/23/02 1:46,7.83,Big,1,upstream
8/23/02 2:26,7.67,Big,1,upstream
8/23/02 3:06,7.52,Big,1,upstream
8/23/02 3:46,7.37,Big,1,upstream
