year,stream,UNIQUE_ID,geometry,lon,lat
2001,Big,1124,"c(-1495354.53287948, 2616296.26568453)",-1495354.5328794813,2616296.2656845297
2001,Big,1125,"c(-1495339.8088134, 2616239.51294078)",-1495339.808813397,2616239.512940776
2001,Big,1126,"c(-1495393.58501497, 2616309.28684164)",-1495393.5850149724,2616309.286841637
2001,Big,1127,"c(-1495330.06666357, 2616237.28917188)",-1495330.0666635674,2616237.2891718806
2001,Big,1128,"c(-1495435.83824594, 2616312.77099629)",-1495435.8382459413,2616312.770996293
2001,Big,1129,"c(-1495434.50213277, 2616318.62660173)",-1495434.5021327669,2616318.6266017314
2001,Big,1130,"c(-1495454.62679043, 2616306.79201763)",-1495454.6267904278,2616306.792017625
2001,Big,1131,"c(-1495523.04469298, 2616321.38222565)",-1495523.0446929806,2616321.382225651
2001,Big,1132,"c(-1495511.35408106, 2616318.71375183)",-1495511.3540810605,2616318.7137518344
2001,Big,1133,"c(-1495571.19881478, 2616352.9090276)",-1495571.1988147765,2616352.9090276035
2001,Big,1134,"c(-1495542.75173231, 2616324.8537394)",-1495542.7517323145,2616324.853739398
2001,Big,1135,"c(-1495559.56389901, 2616341.01240535)",-1495559.5638990116,2616341.012405348
2001,Big,1136,"c(-1495626.25612924, 2616354.18176944)",-1495626.2561292362,2616354.1817694395
2001,Big,1137,"c(-1495645.12824022, 2616316.39207447)",-1495645.12824022,2616316.3920744676
2001,Big,1138,"c(-1495637.66838579, 2616367.05431139)",-1495637.6683857937,2616367.054311392
2001,Big,1139,"c(-1495630.98795846, 2616396.33237525)",-1495630.9879584596,2616396.3323752503
2001,Big,1140,"c(-1495639.19920592, 2616418.74188732)",-1495639.1992059215,2616418.7418873156
2001,Big,1141,"c(-1495632.46322878, 2616385.3747174)",-1495632.4632287808,2616385.374717398
2001,Big,1142,"c(-1495695.0638047, 2616447.92138979)",-1495695.0638046958,2616447.9213897916
2001,Big,1143,"c(-1495806.34788192, 2616508.23204414)",-1495806.3478819197,2616508.2320441403
2001,Big,1144,"c(-1495879.1084553, 2616521.75929918)",-1495879.1084553003,2616521.7592991814
2001,Big,1145,"c(-1495972.91203209, 2616496.9654315)",-1495972.9120320925,2616496.965431496
2001,Big,1146,"c(-1496081.71830564, 2616446.84621802)",-1496081.7183056371,2616446.8462180155
2001,Big,1147,"c(-1496123.80461313, 2616442.07742688)",-1496123.8046131262,2616442.077426876
2001,Big,1148,"c(-1496268.37905189, 2616446.32577491)",-1496268.3790518902,2616446.325774906
2001,Big,1149,"c(-1496343.25520474, 2616468.54914488)",-1496343.2552047374,2616468.54914488
2001,Big,1150,"c(-1496404.07387482, 2616431.09195533)",-1496404.0738748156,2616431.091955335
2001,Big,1151,"c(-1496403.04467843, 2616476.03466621)",-1496403.044678432,2616476.034666213
2001,Big,1152,"c(-1496541.85548447, 2616375.26329189)",-1496541.8554844738,2616375.263291888
2001,Big,1153,"c(-1496686.53992081, 2616325.1165186)",-1496686.5399208076,2616325.1165185976
2001,Big,1154,"c(-1496991.89013949, 2616415.34021187)",-1496991.8901394852,2616415.3402118688
2001,Big,1155,"c(-1497036.42545265, 2616399.83488937)",-1497036.4254526533,2616399.8348893714
2001,Big,1156,"c(-1497001.63239959, 2616417.56359294)",-1497001.6323995937,2616417.563592942
2001,Big,1157,"c(-1498069.44486236, 2616652.00430129)",-1498069.4448623632,2616652.0043012938
2001,Big,1158,"c(-1497125.05290167, 2616442.650141)",-1497125.0529016699,2616442.650140999
2001,Big,1159,"c(-1497163.40828466, 2616409.30604608)",-1497163.4082846616,2616409.306046077
2001,Big,1160,"c(-1497184.50787797, 2616433.62987301)",-1497184.5078779731,2616433.6298730085
2001,Big,1161,"c(-1497169.00388061, 2616434.19868351)",-1497169.003880605,2616434.1986835115
2001,Big,1162,"c(-1497192.05078072, 2616423.03008074)",-1497192.0507807222,2616423.030080739
2001,Big,1163,"c(-1497203.7968739, 2616416.46981628)",-1497203.7968739006,2616416.4698162787
2001,Big,1164,"c(-1497217.32413839, 2616402.10189915)",-1497217.3241383878,2616402.1018991503
2001,Big,1165,"c(-1497264.30846168, 2616375.86075296)",-1497264.3084616822,2616375.860752958
2001,Big,1166,"c(-1508095.64279662, 2612426.56896077)",-1508095.6427966238,2612426.5689607733
2001,Big,1167,"c(-1508089.01513145, 2612410.68174483)",-1508089.0151314477,2612410.681744829
2001,Big,1168,"c(-1508064.37658683, 2612379.39312876)",-1508064.3765868305,2612379.393128756
2001,Big,1169,"c(-1508153.17087211, 2612300.02563268)",-1508153.1708721106,2612300.025632684
2001,Big,1170,"c(-1508183.72250406, 2612264.88734983)",-1508183.7225040626,2612264.8873498295
2001,Big,1171,"c(-1508250.98578091, 2612235.0367057)",-1508250.9857809055,2612235.0367056993
2001,Big,1172,"c(-1508266.97829449, 2612187.33752262)",-1508266.9782944876,2612187.337522616
2001,Big,1173,"c(-1508347.92510258, 2612115.42240042)",-1508347.9251025761,2612115.4224004205
2001,Big,1174,"c(-1508619.83716346, 2611969.96956616)",-1508619.8371634604,2611969.9695661603
2001,Big,1175,"c(-1508625.06839432, 2611965.00057448)",-1508625.0683943187,2611965.000574482
2001,Big,1176,"c(-1508634.72560935, 2611963.09423705)",-1508634.7256093468,2611963.0942370524
2001,Big,1177,"c(-1509001.19926559, 2611546.52387848)",-1509001.199265589,2611546.5238784794
2001,Big,1178,"c(-1508973.23306774, 2611565.82224291)",-1508973.233067742,2611565.8222429105
2001,Big,1179,"c(-1509029.71721781, 2611506.81302753)",-1509029.7172178123,2611506.813027528
2001,Big,1180,"c(-1508989.18542313, 2611468.82104145)",-1508989.185423132,2611468.8210414504
2001,Big,1181,"c(-1509015.83952903, 2611432.79294818)",-1509015.8395290272,2611432.7929481827
2001,Big,1182,"c(-1509008.49111811, 2611429.06418913)",-1509008.4911181051,2611429.064189128
2001,Big,1183,"c(-1509026.29332718, 2611386.91076918)",-1509026.2933271804,2611386.910769179
2001,Big,1184,"c(-1509016.90365889, 2611342.66708101)",-1509016.903658894,2611342.667081008
2001,Big,1185,"c(-1509038.72642505, 2611354.82957371)",-1509038.726425054,2611354.829573706
2001,Big,1186,"c(-1509038.72642505, 2611354.82957371)",-1509038.726425054,2611354.829573706
2001,Big,1187,"c(-1509112.93655063, 2611285.48339023)",-1509112.9365506258,2611285.4833902293
2001,Big,1188,"c(-1509146.41814271, 2611286.95331174)",-1509146.4181427062,2611286.953311738
2001,Big,1189,"c(-1509174.40132265, 2611339.5426767)",-1509174.4013226533,2611339.5426767017
2001,Big,1190,"c(-1509188.0619195, 2611320.06415902)",-1509188.0619195048,2611320.0641590245
2001,Big,1191,"c(-1509213.49684554, 2611307.37697721)",-1509213.49684554,2611307.3769772127
2001,Big,1192,"c(-1509232.06786683, 2611338.30961466)",-1509232.067866825,2611338.309614665
2001,Big,1193,"c(-1509255.66135905, 2611306.71821026)",-1509255.6613590545,2611306.7182102627
2001,Big,1194,"c(-1509262.67181234, 2611293.93924166)",-1509262.6718123439,2611293.939241655
2001,Big,1195,"c(-1509257.66311046, 2611297.93221326)",-1509257.663110455,2611297.9322132566
2001,Big,1196,"c(-1509228.34207088, 2611120.78071072)",-1509228.342070877,2611120.7807107153
2001,Big,1197,"c(-1509234.85422765, 2611119.18424376)",-1509234.8542276516,2611119.184243756
2001,Big,1198,"c(-1509226.08687546, 2611117.18592954)",-1509226.08687546,2611117.185929537
2001,Big,1199,"c(-1509253.16311009, 2611101.79198606)",-1509253.163110092,2611101.791986062
2001,Big,1200,"c(-1509255.69418582, 2611095.18043706)",-1509255.6941858158,2611095.1804370624
2001,Big,1201,"c(-1509311.77453105, 2610862.52778199)",-1509311.7745310527,2610862.527781992
2001,Big,1202,"c(-1509394.78746028, 2610714.05912925)",-1509394.7874602792,2610714.0591292544
2001,Big,1203,"c(-1509375.25968501, 2610754.79319247)",-1509375.2596850055,2610754.7931924737
2001,Big,1204,"c(-1509394.61851446, 2610705.80517948)",-1509394.6185144577,2610705.805179484
2001,Big,1205,"c(-1509424.93238622, 2610730.17223297)",-1509424.9323862179,2610730.1722329683
2001,Big,1206,"c(-1509435.69284781, 2610687.43984677)",-1509435.692847812,2610687.439846766
2001,Big,1207,"c(-1509444.91351858, 2610723.43015587)",-1509444.9135185846,2610723.4301558738
2001,Big,1208,"c(-1509455.76701658, 2610720.76925935)",-1509455.7670165824,2610720.769259353
2001,Big,1209,"c(-1509446.02559848, 2610718.54897264)",-1509446.0255984764,2610718.5489726355
2001,Big,1210,"c(-1509453.84117408, 2610697.73784509)",-1509453.8411740805,2610697.737845093
2001,Big,1211,"c(-1509447.13767839, 2610713.6677888)",-1509447.1376783852,2610713.667788799
2001,Big,1212,"c(-1509440.77741684, 2610651.62920498)",-1509440.777416844,2610651.629204983
2001,Big,1213,"c(-1509433.9274322, 2610636.71782084)",-1509433.9274321955,2610636.7178208386
2001,Big,1214,"c(-1509405.46348132, 2610667.19976722)",-1509405.4634813168,2610667.1997672175
2001,Big,1215,"c(-1509423.03443556, 2610590.07694903)",-1509423.0344355623,2610590.0769490334
2001,Big,1216,"c(-1509429.56900304, 2610565.89299207)",-1509429.5690030358,2610565.8929920723
2001,Big,1217,"c(-1509431.12592316, 2610559.05931337)",-1509431.1259231588,2610559.059313368
2001,Big,1218,"c(-1509419.43626779, 2610556.39496725)",-1509419.436267788,2610556.3949672515
2001,Big,1219,"c(-1509431.12592316, 2610559.05931337)",-1509431.1259231588,2610559.059313368
2001,Big,1220,"c(-1509430.5881242, 2610520.94016439)",-1509430.5881242042,2610520.9401643896
2001,Big,1221,"c(-1509430.5881242, 2610520.94016439)",-1509430.5881242042,2610520.9401643896
2001,Big,1222,"c(-1509477.2537234, 2610491.52584661)",-1509477.253723404,2610491.525846612
2001,Big,1223,"c(-1509449.19519812, 2610470.75357124)",-1509449.1951981168,2610470.753571235
2001,Big,1224,"c(-1509449.11073123, 2610466.62657501)",-1509449.1107312338,2610466.626575012
2001,Big,1225,"c(-1509460.89884808, 2610414.88571133)",-1509460.8988480761,2610414.885711333
2001,Big,1226,"c(-1509413.09023097, 2610435.82405326)",-1509413.0902309683,2610435.824053264
2001,Big,1227,"c(-1509390.12486951, 2610415.18563378)",-1509390.1248695115,2610415.185633784
2001,Big,1228,"c(-1509419.60797005, 2610339.75050732)",-1509419.607970055,2610339.7505073217
2001,Big,1229,"c(-1509435.20822593, 2610284.77062226)",-1509435.2082259264,2610284.770622257
2001,Big,1230,"c(-1509485.43234174, 2610239.73612349)",-1509485.4323417412,2610239.7361234864
2001,Big,1231,"c(-1509513.36681735, 2610207.07922803)",-1509513.3668173507,2610207.079228034
2001,Big,1232,"c(-1509513.36681735, 2610207.07922803)",-1509513.3668173507,2610207.079228034
2001,Big,1233,"c(-1509510.444427, 2610206.41315041)",-1509510.4444269973,2610206.4131504064
2001,Big,1234,"c(-1509535.932289, 2610184.49494481)",-1509535.9322889964,2610184.4949448076
2001,Big,1235,"c(-1509533.53076022, 2610150.05845799)",-1509533.5307602216,2610150.058457985
2001,Big,1236,"c(-1509571.18393983, 2610142.20932142)",-1509571.1839398316,2610142.2093214206
2001,Big,1237,"c(-1509568.09262828, 2610133.28919492)",-1509568.0926282767,2610133.2891949164
2001,Big,1238,"c(-1509569.87196087, 2610125.47918873)",-1509569.8719608719,2610125.479188734
2001,Big,1239,"c(-1509622.85777174, 2610108.8012853)",-1509622.8577717443,2610108.801285302
2001,Big,1240,"c(-1509642.1319327, 2610055.68529937)",-1509642.1319326956,2610055.6852993746
2001,Big,1241,"c(-1509653.79047501, 2610044.99220474)",-1509653.790475009,2610044.9922047397
2001,Big,1242,"c(-1509652.0026764, 2610016.85717169)",-1509652.0026764022,2610016.8571716873
2001,Big,1243,"c(-1509684.50072021, 2609982.15924457)",-1509684.5007202062,2609982.159244567
2001,Big,1244,"c(-1509719.01746862, 2610010.56518477)",-1509719.0174686157,2610010.5651847706
2001,Big,1245,"c(-1509745.45682403, 2610011.45643257)",-1509745.4568240338,2610011.4564325716
2001,Big,1246,"c(-1509747.95684165, 2609991.48727763)",-1509747.9568416455,2609991.4872776293
2001,Big,1247,"c(-1509765.01527816, 2609984.07875287)",-1509765.0152781552,2609984.078752872
2001,Big,1248,"c(-1509791.75294588, 2609952.17560903)",-1509791.752945881,2609952.175609028
2001,Big,1249,"c(-1509836.89204119, 2609942.95147084)",-1509836.8920411859,2609942.9514708435
2001,Big,1250,"c(-1509857.84694858, 2609936.43095728)",-1509857.8469485773,2609936.430957276
2001,Big,1251,"c(-1510080.14869854, 2609783.75976019)",-1510080.1486985425,2609783.7597601865
2001,Big,1252,"c(-1510175.65736024, 2609760.34098009)",-1510175.657360242,2609760.3409800907
2001,Big,1253,"c(-1510230.24400225, 2609691.65216928)",-1510230.2440022482,2609691.652169278
2001,Big,1254,"c(-1510195.033863, 2609558.33875939)",-1510195.033862997,2609558.33875939
2001,Big,1255,"c(-1510271.42878376, 2609560.34523052)",-1510271.4287837627,2609560.3452305244
2001,Big,1256,"c(-1510285.81815013, 2609564.6515949)",-1510285.818150135,2609564.6515949043
2001,Big,1257,"c(-1511065.11549304, 2609742.2492695)",-1511065.1154930387,2609742.2492695022
2001,Big,1258,"c(-1510826.35205449, 2609611.84310309)",-1510826.3520544919,2609611.843103088
2001,Big,1259,"c(-1510337.94929437, 2609470.75560698)",-1510337.949294365,2609470.7556069773
2001,Big,1260,"c(-1510355.19877947, 2609449.01278534)",-1510355.19877947,2609449.012785344
2001,Big,1261,"c(-1510337.35779445, 2609441.86587854)",-1510337.3577944543,2609441.865878542
2001,Big,1262,"c(-1510337.35779445, 2609441.86587854)",-1510337.3577944543,2609441.865878542
2001,Big,1263,"c(-1510340.04895869, 2609407.56248712)",-1510340.048958687,2609407.5624871175
2001,Big,1264,"c(-1510340.26259828, 2609370.64050461)",-1510340.2625982787,2609370.6405046126
2001,Big,1265,"c(-1510349.82598676, 2609328.66058323)",-1510349.82598676,2609328.660583227
2001,Big,1266,"c(-1510317.92502288, 2609297.77003227)",-1510317.9250228817,2609297.7700322703
2001,Big,1267,"c(-1510295.29804181, 2609293.64019969)",-1510295.298041808,2609293.6401996883
2001,Big,1268,"c(-1510297.89611908, 2609219.26379347)",-1510297.8961190835,2609219.2637934675
2001,Big,1269,"c(-1510285.89990667, 2609213.44889114)",-1510285.8999066686,2609213.448891136
2001,Marsh,1270,"c(-1515272.31280758, 2537253.09292891)",-1515272.312807575,2537253.092928915
2001,Marsh,1271,"c(-1515218.94018209, 2537222.41263328)",-1515218.940182095,2537222.4126332817
2001,Marsh,1272,"c(-1515242.14062814, 2537232.84401309)",-1515242.140628142,2537232.8440130926
2001,Marsh,1273,"c(-1515227.51677506, 2537252.13825905)",-1515227.5167750597,2537252.138259052
2001,Marsh,1274,"c(-1515218.94018209, 2537222.41263328)",-1515218.940182095,2537222.4126332817
2001,Marsh,1275,"c(-1515218.63559389, 2537219.25758428)",-1515218.6355938944,2537219.2575842775
2001,Marsh,1276,"c(-1515227.61118159, 2537220.27508861)",-1515227.6111815905,2537220.2750886083
2001,Marsh,1277,"c(-1515186.89426061, 2537156.48080117)",-1515186.894260609,2537156.480801166
2001,Marsh,1278,"c(-1515177.19192644, 2537167.64009861)",-1515177.1919264365,2537167.640098606
2001,Marsh,1279,"c(-1515148.77796646, 2537126.19254648)",-1515148.7779664584,2537126.1925464813
2001,Marsh,1280,"c(-1515130.51381682, 2536986.26154889)",-1515130.5138168193,2536986.2615488865
2001,Marsh,1281,"c(-1515108.04866655, 2537098.39420812)",-1515108.0486665491,2537098.3942081244
2001,Marsh,1282,"c(-1515067.58002634, 2536961.62973655)",-1515067.5800263393,2536961.629736555
2001,Marsh,1283,"c(-1515060.49074116, 2536970.29909314)",-1515060.4907411556,2536970.2990931445
2001,Marsh,1284,"c(-1514947.65283302, 2536931.20525468)",-1514947.6528330164,2536931.2052546768
2001,Marsh,1285,"c(-1514939.79060284, 2536925.29877653)",-1514939.790602845,2536925.298776526
2001,Marsh,1286,"c(-1514939.24033837, 2536909.7451737)",-1514939.2403383735,2536909.7451737016
2001,Marsh,1287,"c(-1515636.67662958, 2534889.20027767)",-1515636.676629581,2534889.200277668
2001,Marsh,1288,"c(-1515345.14589976, 2534075.98423635)",-1515345.1458997617,2534075.984236354
2001,Marsh,1289,"c(-1515345.14589976, 2534075.98423635)",-1515345.1458997617,2534075.984236354
2001,Marsh,1290,"c(-1513413.52838897, 2533645.89437718)",-1513413.5283889682,2533645.8943771836
2001,Marsh,1291,"c(-1513387.19957024, 2533011.40872315)",-1513387.1995702446,2533011.408723148
2001,Marsh,1292,"c(-1513391.69805946, 2533018.60612938)",-1513391.6980594601,2533018.6061293767
2001,Marsh,1293,"c(-1514987.42206298, 2536922.78592072)",-1514987.422062982,2536922.785920724
2001,Marsh,1294,"c(-1514081.71168363, 2534965.69238018)",-1514081.7116836275,2534965.692380179
2002,Bear Valley,1295,"c(-1528144.07979594, 2536198.6329671)",-1528144.0797959447,2536198.6329671033
2002,Bear Valley,1296,"c(-1528144.07979594, 2536198.6329671)",-1528144.0797959447,2536198.6329671033
