REACH,OBS_CLASS,OBS_NAME,DATE,FEATURES,Feature_ID,OBJ_CLASS,EASTING,NORTHING,UNIQUE_ID
MARSH1,MONITOR,TW,08282002,6,6,Redd,642220,4922370,2441
MARSH1,MONITOR,TW,08282002,5,5,Redd,642138,4922412,2442
MARSH1,MONITOR,TW,08282002,14,14,Redd,642134,4922423,2443
MARSH1,MONITOR,TW,08282002,15,15,Redd,642134,4922423,2444
MARSH1,MONITOR,TW,08282002,13,13,Redd,642032,4922434,2445
MARSH1,MONITOR,TW,08282002,9,9,Redd,642079,4922437,2446
MARSH1,MONITOR,TW,08282002,1,1,Redd,642082,4922438,2447
MARSH1,MONITOR,TW,08282002,3,3,Redd,642097,4922439,2448
MARSH1,MONITOR,TW,08282002,12,12,Redd,642083,4922441,2449
MARSH1,MONITOR,TW,09022002,2,2,Redd,642093,4922447,2450
MARSH1,MONITOR,TW,08282002,4,4,Redd,642079,4922449,2451
MARSH1,MONITOR,TW,08282002,21,21,Redd,642081,4922465,2452
MARSH1,MONITOR,TW,08282002,22,22,Redd,642081,4922465,2453
SULPHUR2,MONITOR,RN,08102002,1,1,Redd,628300,4932405,2454
SULPHUR2,MONITOR,RN,08182002,12,12,Redd,628300,4932405,2455
SULPHUR2,MONITOR,RN,08182002,2,2,Redd,628357,4932377,2456
SULPHUR2,MONITOR,RN,08222002,80,80,Redd,628375,4932343,2457
SULPHUR2,MONITOR,RN,08142002,7,7,Redd,628376,4932385,2458
SULPHUR2,MONITOR,RN,08222002,39,39,Redd,628380,4932353,2459
SULPHUR2,MONITOR,RN,08302002,81,81,Redd,628380,4932353,2460
SULPHUR2,MONITOR,RN,08182002,38,38,Redd,628449,4932318,2461
SULPHUR2,MONITOR,RN,08222002,tredd,NA,Tredd,628488,4932313,2462
SULPHUR2,MONITOR,RN,08182002,36,36,Redd,628504,4932262,2463
SULPHUR2,MONITOR,RN,08182002,37,37,Redd,628504,4932262,2464
SULPHUR2,MONITOR,RN,08182002,79,79,Redd,628504,4932262,2465
SULPHUR2,MONITOR,RN,08182002,35,35,Redd,628523,4932242,2466
SULPHUR2,MONITOR,RN,08182002,6,6,Redd,628556,4932212,2467
SULPHUR2,MONITOR,RN,08182002,34,34,Redd,628565,4932205,2468
SULPHUR2,MONITOR,RN,08182002,33,33,Redd,628575,4932198,2469
SULPHUR2,MONITOR,RN,08222002,78,78,Redd,628603,4932191,2470
SULPHUR2,MONITOR,RN,08182002,32,32,Redd,628610,4932199,2471
SULPHUR2,MONITOR,RN,08182002,31,31,Redd,628638,4932206,2472
SULPHUR2,MONITOR,RN,08182002,30,30,Redd,628641,4932194,2473
SULPHUR2,MONITOR,RN,08182002,29,29,Redd,628834,4932215,2474
SULPHUR2,MONITOR,RN,08062002,fredd,NA,Fredd,628835,4932238,2475
SULPHUR2,MONITOR,RN,08062002,fredd,NA,Fredd,628835,4932242,2476
SULPHUR2,MONITOR,RN,08222002,77,77,Redd,628841,4932177,2477
SULPHUR2,MONITOR,RN,08222002,28,28,Redd,628842,4932195,2478
SULPHUR2,MONITOR,RN,08302002,106,106,Redd,628863,4932181,2479
SULPHUR2,MONITOR,RN,08222002,76,76,Redd,628879,4932187,2480
SULPHUR2,MONITOR,RN,08182002,27,27,Redd,628902,4932216,2481
SULPHUR2,MONITOR,RN,08142002,11,11,Redd,628904,4932194,2482
SULPHUR2,MONITOR,RN,08302002,105,105,Redd,628919,4932249,2483
SULPHUR2,MONITOR,RN,08222002,73,73,Redd,628919,4932249,2484
SULPHUR2,MONITOR,RN,08222002,74,74,Redd,628919,4932249,2485
SULPHUR2,MONITOR,RN,08222002,75,75,Redd,628919,4932249,2486
SULPHUR2,MONITOR,RN,08222002,72,72,Redd,628959,4932236,2487
SULPHUR2,MONITOR,RN,08222002,71,71,Redd,628962,4932213,2488
SULPHUR2,MONITOR,RN,08302002,104,104,Redd,628971,4932196,2489
SULPHUR2,MONITOR,RN,08222002,70,70,Redd,629013,4932195,2490
SULPHUR2,MONITOR,RN,08302002,108,108,Redd,629059,4932230,2491
SULPHUR2,MONITOR,RN,08182002,25,25,Redd,629069,4932230,2492
SULPHUR2,MONITOR,RN,08222002,69,69,Redd,629105,4932211,2493
SULPHUR2,MONITOR,RN,08222002,68,68,Redd,629165,4932191,2494
SULPHUR2,MONITOR,RN,08302002,103,103,Redd,629194,4932186,2495
SULPHUR2,MONITOR,RN,08302002,102,102,Redd,629270,4932215,2496
SULPHUR2,MONITOR,RN,08142002,5,5,Redd,629359,4932210,2497
SULPHUR2,MONITOR,RN,08222002,67,67,Redd,629418,4932208,2498
SULPHUR2,MONITOR,RN,08142002,4,4,Redd,629426,4932200,2499
SULPHUR2,MONITOR,RN,08302002,98,98,Redd,629428,4932248,2500
SULPHUR2,MONITOR,RN,08302002,107,107,Redd,629485,4932221,2501
SULPHUR2,MONITOR,RN,08182002,24,24,Redd,629485,4932221,2502
SULPHUR2,MONITOR,RN,08302002,101,101,Redd,629504,4932282,2503
SULPHUR2,MONITOR,RN,08222002,66,66,Redd,629521,4932214,2504
SULPHUR2,MONITOR,RN,08182002,23,23,Redd,629660,4932248,2505
SULPHUR2,MONITOR,RN,08302002,100,100,Redd,629702,4932256,2506
SULPHUR2,MONITOR,RN,08222002,other,NA,Other,629756,4932270,2507
SULPHUR2,MONITOR,RN,08182002,22,22,Redd,629757,4932237,2508
SULPHUR2,MONITOR,RN,08222002,65,65,Redd,629766,4932303,2509
SULPHUR2,MONITOR,RN,08182002,21,21,Redd,629769,4932280,2510
SULPHUR2,MONITOR,RN,08222002,64,64,Redd,629792,4932299,2511
SULPHUR2,MONITOR,RN,08302002,99,99,Redd,629831,4932218,2512
SULPHUR2,MONITOR,RN,08182002,20,20,Redd,629909,4932252,2513
SULPHUR2,MONITOR,RN,08302002,97,97,Redd,629934,4932219,2514
SULPHUR2,MONITOR,RN,08182002,26,26,Redd,629997,4932184,2515
SULPHUR2,MONITOR,RN,08222002,63,63,Redd,630135,4932241,2516
SULPHUR2,MONITOR,RN,08182002,19,19,Redd,630180,4932244,2517
SULPHUR2,MONITOR,RN,08222002,62,62,Redd,630191,4932332,2518
SULPHUR2,MONITOR,RN,08142002,3,3,Redd,630228,4932305,2519
SULPHUR2,MONITOR,RN,07262002,other,NA,Other,630312,4932264,2520
SULPHUR2,MONITOR,RN,08222002,61,61,Redd,630346,4932280,2521
SULPHUR2,MONITOR,RN,08222002,60,60,Redd,630430,4932449,2522
SULPHUR2,MONITOR,RN,08302002,96,96,Redd,630445,4932455,2523
SULPHUR2,MONITOR,RN,08182002,17,17,Redd,630458,4932455,2524
SULPHUR2,MONITOR,RN,08182002,18,18,Redd,630458,4932455,2525
SULPHUR2,MONITOR,RN,08222002,57,57,Redd,630579,4932552,2526
SULPHUR2,MONITOR,RN,08222002,59,59,Redd,630634,4932472,2527
SULPHUR2,MONITOR,RN,08222002,58,58,Redd,630692,4932571,2528
SULPHUR2,MONITOR,RN,08222002,55,55,Redd,630784,4932574,2529
SULPHUR2,MONITOR,RN,08222002,56,56,Redd,630784,4932574,2530
SULPHUR2,MONITOR,RN,08182002,tredd,NA,Tredd,630792,4932604,2531
SULPHUR2,MONITOR,RN,08182002,10,10,Redd,630864,4932715,2532
SULPHUR2,MONITOR,RN,08182002,tredd,NA,Tredd,630919,4932720,2533
SULPHUR2,MONITOR,RN,08142002,other,NA,Other,630966,4932717,2534
SULPHUR2,MONITOR,RN,08302002,95,95,Redd,631191,4932936,2535
SULPHUR2,MONITOR,RN,08222002,54,54,Redd,631192,4932925,2536
SULPHUR2,MONITOR,RN,08182002,16,16,Redd,631210,4932973,2537
SULPHUR2,MONITOR,RN,08222002,53,53,Redd,631210,4932973,2538
SULPHUR2,MONITOR,RN,08182002,15,15,Redd,631259,4932987,2539
SULPHUR2,MONITOR,RN,08302002,94,94,Redd,631285,4933009,2540
SULPHUR2,MONITOR,RN,08302002,93,93,Redd,631308,4933012,2541
SULPHUR2,MONITOR,RN,08222002,52,52,Redd,631312,4933008,2542
SULPHUR2,MONITOR,RN,08222002,51,51,Redd,631332,4933049,2543
SULPHUR2,MONITOR,RN,08142002,9,9,Redd,631332,4933107,2544
SULPHUR2,MONITOR,RN,08302002,92,92,Redd,631332,4933107,2545
SULPHUR2,MONITOR,RN,08302002,91,91,Redd,631362,4933110,2546
SULPHUR2,MONITOR,RN,08222002,50,50,Redd,631382,4933148,2547
SULPHUR2,MONITOR,RN,08302002,89,89,Redd,631387,4933153,2548
SULPHUR2,MONITOR,RN,08302002,90,90,Redd,631387,4933153,2549
SULPHUR2,MONITOR,RN,08182002,14,14,Redd,631405,4933145,2550
SULPHUR2,MONITOR,RN,08222002,49,49,Redd,631406,4933152,2551
SULPHUR2,MONITOR,RN,08222002,tredd,NA,Tredd,631410,4933135,2552
SULPHUR2,MONITOR,RN,08302002,88,88,Redd,631416,4933130,2553
SULPHUR2,MONITOR,RN,08302002,87,87,Redd,631423,4933081,2554
SULPHUR2,MONITOR,RN,08302002,48,48,Redd,631424,4933093,2555
SULPHUR2,MONITOR,RN,08222002,fredd,NA,Fredd,631454,4933071,2556
SULPHUR2,MONITOR,RN,08222002,47,47,Redd,631479,4933100,2557
SULPHUR2,MONITOR,RN,08302002,86,86,Redd,631511,4933080,2558
SULPHUR2,MONITOR,RN,08222002,tredd,NA,Tredd,631517,4933108,2559
SULPHUR2,MONITOR,RN,08182002,8,8,Redd,631561,4933172,2560
SULPHUR2,MONITOR,RN,08302002,85,85,Redd,631568,4933049,2561
SULPHUR2,MONITOR,RN,08222002,44,44,Redd,631583,4933146,2562
SULPHUR2,MONITOR,RN,08222002,46,46,Redd,631588,4933074,2563
SULPHUR2,MONITOR,RN,08302002,84,84,Redd,631602,4933164,2564
SULPHUR2,MONITOR,RN,08222002,45,45,Redd,631614,4933122,2565
SULPHUR2,MONITOR,RN,08302002,83,83,Redd,631641,4933175,2566
SULPHUR2,MONITOR,RN,08302002,43,43,Redd,631644,4933190,2567
SULPHUR2,MONITOR,RN,08222002,42,42,Redd,631861,4933328,2568
SULPHUR2,MONITOR,RN,08182002,13,13,Redd,631871,4933284,2569
SULPHUR2,MONITOR,RN,08222002,tredd,NA,Tredd,631922,4933350,2570
SULPHUR2,MONITOR,RN,08222002,tredd,NA,Tredd,631931,4933294,2571
SULPHUR2,MONITOR,RN,08222002,tredd,NA,Tredd,631931,4933297,2572
SULPHUR2,MONITOR,RN,08222002,tredd,NA,Tredd,631959,4933297,2573
SULPHUR2,MONITOR,RN,08302002,82,82,Redd,632053,4933419,2574
SULPHUR2,MONITOR,RN,08222002,tredd,NA,Tredd,632115,4933440,2575
SULPHUR2,MONITOR,RN,08222002,41,41,Redd,632212,4933345,2576
SULPHUR2,MONITOR,RN,08222002,40,40,Redd,632300,4933341,2577
Cape Horn Cr.,MONITOR,NA,09052002,NA,1,Redd,642852.1559,4912803.274,2578
Cape Horn Cr.,MONITOR,NA,09052002,NA,2,Redd,642864.0063,4912815.735,2579
Cape Horn Cr.,MONITOR,NA,09052002,NA,3,Redd,642871.4696,4912846.981,2580
Cape Horn Cr.,MONITOR,NA,09052002,NA,4,Redd,642997.0556,4912912.343,2581
Cape Horn Cr.,MONITOR,NA,09052002,NA,5,Redd,642993.5043,4912917.956,2582
Cape Horn Cr.,MONITOR,NA,09052002,NA,6,Redd,643076.4446,4913010.777,2583
Cape Horn Cr.,MONITOR,NA,09052002,NA,7,Redd,643077.4474,4913020.524,2584
Cape Horn Cr.,MONITOR,NA,09052002,NA,8,Redd,643068.3633,4913020.623,2585
Cape Horn Cr.,MONITOR,NA,09052002,NA,9,Redd,643070.6873,4913038.698,2586
Cape Horn Cr.,MONITOR,NA,09052002,NA,10,Redd,643073.7192,4913049.774,2587
Cape Horn Cr.,MONITOR,NA,09052002,NA,11,Redd,643082.6093,4913041.753,2588
Cape Horn Cr.,MONITOR,NA,09052002,NA,12,Redd,643082.6797,4913041.895,2589
Cape Horn Cr.,MONITOR,NA,09052002,NA,13,Redd,643091.342,4913040.305,2590
Cape Horn Cr.,MONITOR,NA,09052002,NA,14,Redd,643107.3294,4913033.8,2591
Cape Horn Cr.,MONITOR,NA,09052002,NA,15,Redd,643132.3843,4913037.106,2592
Cape Horn Cr.,MONITOR,NA,09052002,NA,16,Redd,643152.6158,4913061.078,2593
Cape Horn Cr.,MONITOR,NA,09052002,NA,17,Redd,643198.6621,4913100.921,2594
Cape Horn Cr.,MONITOR,NA,09052002,NA,18,Redd,643198.4349,4913110.677,2595
Cape Horn Cr.,MONITOR,NA,09052002,NA,19,Redd,643195.1237,4913122.407,2596
Cape Horn Cr.,MONITOR,NA,09052002,NA,20,Redd,643194.8171,4913187.91,2597
Cape Horn Cr.,MONITOR,NA,09052002,NA,21,Redd,643195.0228,4913186.76,2598
Cape Horn Cr.,MONITOR,NA,09052002,NA,22,Redd,643217.1566,4913215.674,2599
Cape Horn Cr.,MONITOR,NA,09052002,NA,23,Redd,643228.1896,4913210.495,2600
Cape Horn Cr.,MONITOR,NA,09052002,NA,24,Redd,643228.203,4913210.495,2601
Cape Horn Cr.,MONITOR,NA,09052002,NA,25,Redd,643307.7826,4913269.759,2602
Cape Horn Cr.,MONITOR,NA,09052002,NA,26,Redd,643327.2188,4913318.641,2603
Cape Horn Cr.,MONITOR,NA,09052002,NA,27,Redd,643327.5199,4913318.927,2604
Cape Horn Cr.,MONITOR,NA,09052002,NA,28,Redd,643404.4602,4913435.606,2605
Cape Horn Cr.,MONITOR,NA,09052002,NA,29,Redd,643453.0013,4913519.573,2606
Cape Horn Cr.,MONITOR,NA,09052002,NA,30,Redd,643452.9094,4913519.497,2607
Cape Horn Cr.,MONITOR,NA,09052002,NA,31,Redd,643613.7932,4913716.724,2608
Cape Horn Cr.,MONITOR,NA,09052002,NA,32,Redd,643753.5875,4913941.184,2609
Cape Horn Cr.,MONITOR,NA,09052002,NA,33,Redd,643738.15,4914013.536,2610
Cape Horn Cr.,MONITOR,NA,09052002,NA,34,Redd,643737.4425,4914015.626,2611
Cape Horn Cr.,MONITOR,NA,09052002,NA,35,Redd,643755.0384,4914097.76,2612
Cape Horn Cr.,MONITOR,NA,09052002,NA,36,Redd,643764.9799,4914123.296,2613
Cape Horn Cr.,MONITOR,NA,09052002,NA,37,Redd,643861.8246,4914306.798,2614
Cape Horn Cr.,MONITOR,NA,09052002,NA,38,Redd,644040.0981,4914332.72,2615
Cape Horn Cr.,MONITOR,NA,09052002,NA,39,Redd,644040.2757,4914332.547,2616
Cape Horn Cr.,MONITOR,NA,09052002,NA,40,Redd,644120.0589,4914455.493,2617
Cape Horn Cr.,MONITOR,NA,09052002,NA,41,Redd,644130.8524,4914535.867,2618
Cape Horn Cr.,MONITOR,NA,09052002,NA,42,Redd,644130.8295,4914535.997,2619
Cape Horn Cr.,MONITOR,NA,09052002,NA,43,Redd,644075.7481,4914681.042,2620
Cape Horn Cr.,MONITOR,NA,09052002,NA,44,Redd,644066.8718,4914751.453,2621
Cape Horn Cr.,MONITOR,NA,09052002,NA,45,Redd,644066.7055,4914752.026,2622
Cape Horn Cr.,MONITOR,NA,09052002,NA,46,Redd,644345.8033,4915205.834,2623
Cape Horn Cr.,MONITOR,NA,09052002,NA,47,Redd,644577,4915323,2624
Cape Horn Cr.,MONITOR,NA,09052002,NA,48,Redd,644583,4915321,2625
Cape Horn Cr.,MONITOR,NA,09052002,NA,49,Redd,644643,4915367,2626
Cape Horn Cr.,MONITOR,NA,09052002,NA,50,Redd,644635,4915457,2627
Cape Horn Cr.,MONITOR,NA,09052002,NA,51,Redd,644602,4915460,2628
Cape Horn Cr.,MONITOR,NA,09052002,NA,52,Redd,644601,4915460,2629
Cape Horn Cr.,MONITOR,NA,09052002,NA,53,Redd,644616,4915516,2630
Cape Horn Cr.,MONITOR,NA,09052002,NA,54,Redd,644616,4915518,2631
Cape Horn Cr.,MONITOR,NA,09052002,NA,55,Redd,644639,4915544,2632
Cape Horn Cr.,MONITOR,NA,09052002,NA,56,Redd,644675,4915547,2633
Cape Horn Cr.,MONITOR,NA,09052002,NA,57,Redd,644753,4915599,2634
Cape Horn Cr.,MONITOR,NA,09052002,NA,58,Redd,644756,4915597,2635
Cape Horn Cr.,MONITOR,NA,09052002,NA,59,Redd,644916,4915762,2636
Cape Horn Cr.,MONITOR,NA,09052002,NA,60,Redd,645060,4915620,2637
Cape Horn Cr.,MONITOR,NA,09052002,NA,61,Redd,645039,4915700,2638
Cape Horn Cr.,MONITOR,NA,09052002,NA,62,Redd,645032,4915718,2639
Cape Horn Cr.,MONITOR,NA,09052002,NA,63,Redd,645142,4915783,2640
Cape Horn Cr.,MONITOR,NA,09052002,NA,64,Redd,645142,4915783,2641
Cape Horn Cr.,MONITOR,NA,09052002,NA,65,Redd,645383,4916365,2642
Cape Horn Cr.,MONITOR,NA,09052002,NA,66,Redd,645370,4916377,2643
Cape Horn Cr.,MONITOR,NA,09052002,NA,67,Redd,645395,4916506,2644
Cape Horn Cr.,MONITOR,NA,09052002,NA,68,Redd,645375,4916561,2645
Cape Horn Cr.,MONITOR,NA,09052002,NA,69,Redd,645375,4916565,2646
Cape Horn Cr.,MONITOR,NA,09052002,NA,70,Redd,645447,4916609,2647
Cape Horn Cr.,MONITOR,NA,09052002,NA,71,Redd,645440,4916601,2648
Cape Horn Cr.,MONITOR,NA,09052002,NA,72,Redd,645492,4916617,2649
Cape Horn Cr.,MONITOR,NA,09052002,NA,73,Redd,645605,4916907,2650
Cape Horn Cr.,MONITOR,NA,09052002,NA,74,Redd,645718,4917020,2651
Cape Horn Cr.,MONITOR,NA,09052002,NA,75,Redd,645742,4917060,2652
Cape Horn Cr.,MONITOR,NA,09052002,NA,76,Redd,645733,4917052,2653
Knapp,MONITOR,NA,09052002,NA,1,Redd,652715,4917623,2654
Knapp,MONITOR,NA,09052002,NA,2,Redd,652709,4917599,2655
Knapp,MONITOR,NA,09052002,NA,3,Redd,652031,4917226,2656
Knapp,MONITOR,NA,09052002,NA,4,Redd,651354,4916986,2657
Knapp,MONITOR,NA,09052002,NA,5,Redd,651315,4916692,2658
Knapp,MONITOR,NA,09052002,NA,6,Redd,651346,4916574,2659
Knapp,MONITOR,NA,09052002,NA,7,Redd,650764,4915155,2660
Knapp,MONITOR,NA,09052002,NA,8,Redd,650739,4915142,2661
Knapp,MONITOR,NA,09052002,NA,9,Redd,650663,4915084,2662
Knapp,MONITOR,NA,09052002,NA,10,Redd,650672,4915055,2663
Knapp,MONITOR,NA,09052002,NA,11,Redd,650672,4915057,2664
Knapp,MONITOR,NA,09052002,NA,12,Redd,650594,4915047,2665
Knapp,MONITOR,NA,09052002,NA,13,Redd,650559,4914923,2666
Knapp,MONITOR,NA,09052002,NA,14,Redd,650595,4914916,2667
Knapp,MONITOR,NA,09052002,NA,15,Redd,650574,4914960,2668
Knapp,MONITOR,NA,09052002,NA,16,Redd,650358,4914722,2669
Knapp,MONITOR,NA,09052002,NA,17,Redd,650141,4914607,2670
Knapp,MONITOR,NA,09052002,NA,18,Redd,649986,4914548,2671
Knapp,MONITOR,NA,09052002,NA,19,Redd,649986,4914548,2672
Knapp,MONITOR,NA,09052002,NA,20,Redd,649695,4914540,2673
Knapp,MONITOR,NA,09052002,NA,21,Redd,649564,4914431,2674
Knapp,MONITOR,NA,09052002,NA,22,Redd,649359,4914247,2675
Marsh2,MONITOR,NA,09052002,NA,1,Redd,646208.5775,4916985.559,2676
Marsh2,MONITOR,NA,09052002,NA,2,Redd,646191.7643,4916966.58,2677
Marsh2,MONITOR,NA,09052002,NA,3,Redd,646191.7927,4916966.804,2678
Marsh2,MONITOR,NA,09052002,NA,4,Redd,646369.5223,4916889.935,2679
Marsh2,MONITOR,NA,09052002,NA,5,Redd,646372.9794,4916702.492,2680
Marsh2,MONITOR,NA,09052002,NA,6,Redd,646354.2829,4916743.935,2681
Marsh2,MONITOR,NA,09052002,NA,7,Redd,646398.3353,4916679.215,2682
Marsh2,MONITOR,NA,09052002,NA,8,Redd,646461.3707,4916624.041,2683
Marsh2,MONITOR,NA,09052002,NA,9,Redd,646549.9753,4916438.641,2684
Marsh2,MONITOR,NA,09052002,NA,10,Redd,646544.1358,4916436.926,2685
Marsh2,MONITOR,NA,09052002,NA,11,Redd,646590.1217,4916421.592,2686
Marsh2,MONITOR,NA,09052002,NA,12,Redd,646719.6026,4916352.209,2687
Marsh2,MONITOR,NA,09052002,NA,13,Redd,646741.2847,4916383.995,2688
Marsh2,MONITOR,NA,09052002,NA,14,Redd,646960.9851,4916237.16,2689
Marsh2,MONITOR,NA,09052002,NA,15,Redd,647180.2333,4916048.628,2690
Marsh2,MONITOR,NA,09052002,NA,16,Redd,647182.4216,4916042.827,2691
Marsh2,MONITOR,NA,09052002,NA,17,Redd,647180.6279,4916030.836,2692
Marsh2,MONITOR,NA,09052002,NA,18,Redd,647193.7329,4915918.047,2693
Marsh2,MONITOR,NA,09052002,NA,19,Redd,647191.0404,4915688.212,2694
Marsh2,MONITOR,NA,09052002,NA,20,Redd,647330.8846,4915578.412,2695
Marsh2,MONITOR,NA,09052002,NA,21,Redd,647403.5008,4915575.756,2696
Marsh2,MONITOR,NA,09052002,NA,22,Redd,647425.3899,4915529,2697
Marsh2,MONITOR,NA,09052002,NA,23,Redd,647518.092,4915432.296,2698
Marsh2,MONITOR,NA,09052002,NA,24,Redd,647518.092,4915432.296,2699
Marsh2,MONITOR,NA,09052002,NA,25,Redd,647518.092,4915432.296,2700
Marsh2,MONITOR,NA,09052002,NA,26,Redd,647558.1174,4915409.575,2701
Marsh2,MONITOR,NA,09052002,NA,27,Redd,647627.1337,4915343.838,2702
Marsh2,MONITOR,NA,09052002,NA,28,Redd,647683.8475,4915282.117,2703
Marsh2,MONITOR,NA,09052002,NA,29,Redd,647672.6177,4915270.408,2704
Marsh2,MONITOR,NA,09052002,NA,30,Redd,647665.9391,4915248.063,2705
Marsh2,MONITOR,NA,09052002,NA,31,Redd,647705.1348,4915230.335,2706
Marsh2,MONITOR,NA,09052002,NA,32,Redd,647736.9775,4915251.818,2707
Marsh2,MONITOR,NA,09052002,NA,33,Redd,647700.3893,4915249.558,2708
Marsh2,MONITOR,NA,09052002,NA,34,Redd,647736.9613,4915252.533,2709
Marsh2,MONITOR,NA,09052002,NA,35,Redd,647863.3835,4915126.523,2710
Marsh2,MONITOR,NA,09052002,NA,36,Redd,647872.66,4915065.876,2711
Marsh2,MONITOR,NA,09052002,NA,37,Redd,647892.0966,4915064.168,2712
Marsh2,MONITOR,NA,09052002,NA,38,Redd,647946.5167,4915135.566,2713
Marsh2,MONITOR,NA,09052002,NA,39,Redd,647947.9808,4915102.665,2714
Marsh2,MONITOR,NA,09052002,NA,40,Redd,647921.8664,4915082.026,2715
Marsh2,MONITOR,NA,09052002,NA,41,Redd,647951.6964,4915065.519,2716
Marsh2,MONITOR,NA,09052002,NA,42,Redd,647981.7862,4915037.562,2717
Marsh2,MONITOR,NA,09052002,NA,43,Redd,647991.0401,4915041.351,2718
Marsh2,MONITOR,NA,09052002,NA,44,Redd,648043.6907,4915064.024,2719
Marsh2,MONITOR,NA,09052002,NA,45,Redd,648068.8069,4915065.31,2720
Marsh2,MONITOR,NA,09052002,NA,46,Redd,648066.0119,4915030.164,2721
Marsh2,MONITOR,NA,09052002,NA,47,Redd,648020.8177,4914995.488,2722
Marsh2,MONITOR,NA,09052002,NA,48,Redd,648088.8977,4914939.753,2723
Marsh2,MONITOR,NA,09052002,NA,49,Redd,648132.4375,4914920.693,2724
Marsh2,MONITOR,NA,09052002,NA,50,Redd,648226.946,4914745.27,2725
Marsh2,MONITOR,NA,09052002,NA,51,Redd,648226.946,4914745.27,2726
Marsh2,MONITOR,NA,09052002,NA,52,Redd,648258.2634,4914726.648,2727
Marsh2,MONITOR,NA,09052002,NA,53,Redd,648210.7837,4914697.646,2728
Marsh2,MONITOR,NA,09052002,NA,54,Redd,648202.969,4914725.393,2729
Marsh2,MONITOR,NA,09052002,NA,55,Redd,648212.886,4914668.337,2730
Marsh2,MONITOR,NA,09052002,NA,56,Redd,648219.2516,4914672.777,2731
Marsh2,MONITOR,NA,09052002,NA,57,Redd,648230.2476,4914631.498,2732
Marsh2,MONITOR,NA,09052002,NA,58,Redd,648272.4348,4914608.827,2733
Marsh2,MONITOR,NA,09052002,NA,59,Redd,648269.5593,4914577.256,2734
Marsh2,MONITOR,NA,09052002,NA,60,Redd,648306.7364,4914553.756,2735
Marsh2,MONITOR,NA,09052002,NA,61,Redd,648312.121,4914538.125,2736
Marsh2,MONITOR,NA,09052002,NA,62,Redd,648294.5283,4914553.478,2737
Marsh2,MONITOR,NA,09052002,NA,63,Redd,648270.83,4914552.94,2738
Marsh2,MONITOR,NA,09052002,NA,64,Redd,648268.0814,4914484.138,2739
Marsh2,MONITOR,NA,09052002,NA,65,Redd,648358.9107,4914502.67,2740
Marsh2,MONITOR,NA,09052002,NA,66,Redd,648383.2621,4914506.088,2741
Marsh2,MONITOR,NA,09052002,NA,67,Redd,648357.0626,4914457.518,2742
Marsh2,MONITOR,NA,09052002,NA,68,Redd,648377.8536,4914427.916,2743
Marsh2,MONITOR,NA,09052002,NA,69,Redd,648423.2057,4914360.922,2744
Marsh2,MONITOR,NA,09052002,NA,70,Redd,648437.6686,4914388.461,2745
Marsh2,MONITOR,NA,09052002,NA,71,Redd,648493.031,4914386.856,2746
Marsh2,MONITOR,NA,09052002,NA,72,Redd,648503.1339,4914384.937,2747
Marsh2,MONITOR,NA,09052002,NA,73,Redd,648502.3995,4914385.637,2748
Marsh2,MONITOR,NA,09052002,NA,74,Redd,648510.527,4914375.797,2749
Marsh2,MONITOR,NA,09052002,NA,75,Redd,648510.527,4914375.797,2750
Marsh2,MONITOR,NA,09052002,NA,76,Redd,648567.8403,4914225.295,2751
Marsh2,MONITOR,NA,09052002,NA,77,Redd,648597.6536,4914083.474,2752
Marsh2,MONITOR,NA,09052002,NA,78,Redd,648597.6536,4914083.474,2753
Marsh2,MONITOR,NA,09052002,NA,79,Redd,648677.6836,4914134.706,2754
Marsh2,MONITOR,NA,09052002,NA,80,Redd,648683.28,4914078.262,2755
Marsh2,MONITOR,NA,09052002,NA,81,Redd,648657.2951,4914083.399,2756
Marsh2,MONITOR,NA,09052002,NA,82,Redd,648657.2951,4914083.399,2757
Marsh2,MONITOR,NA,09052002,NA,83,Redd,648716.9358,4914051.817,2758
Marsh2,MONITOR,NA,09052002,NA,84,Redd,648778.4061,4914066.107,2759
Marsh2,MONITOR,NA,09052002,NA,85,Redd,648778.4061,4914066.107,2760
Marsh2,MONITOR,NA,09052002,NA,86,Redd,648806.1858,4914013.749,2761
Marsh2,MONITOR,NA,09052002,NA,87,Redd,648821.9044,4914017.688,2762
Marsh2,MONITOR,NA,09052002,NA,88,Redd,648850.5663,4913989.697,2763
Marsh2,MONITOR,NA,09052002,NA,89,Redd,648851.2352,4913960.353,2764
Marsh2,MONITOR,NA,09052002,NA,90,Redd,648891.3073,4913967.711,2765
Marsh2,MONITOR,NA,09052002,NA,91,Redd,648893.6903,4913957.74,2766
Marsh2,MONITOR,NA,09052002,NA,92,Redd,648901.264,4913940.726,2767
Marsh2,MONITOR,NA,09052002,NA,93,Redd,648916.1012,4913920.297,2768
Marsh2,MONITOR,NA,09052002,NA,94,Redd,648934.0398,4913952.931,2769
BEARVAL1,MONITOR,TW,08312003,REDD 117,117,REDD,629668,4918584,2770
BEARVAL1,MONITOR,TW,08312003,REDD 118,118,REDD,629668,4918584,2771
BEARVAL1,MONITOR,TW,08312003,REDD 86,86,REDD,629668.3333333334,4918586.333333333,2772
BEARVAL1,MONITOR,TW,08312003,REDD 13,13,REDD,629683.2,4918709,2773
BEARVAL1,MONITOR,TW,08312003,REDD 14,14,REDD,629683.2,4918709,2774
