agency_cd,site_no,Date,Flow,Flow_cd
USGS,13309220,2003-02-13,475,A
USGS,13309220,2003-02-14,525,A
USGS,13309220,2003-02-15,483,A
USGS,13309220,2003-02-16,455,A
USGS,13309220,2003-02-17,450,A
USGS,13309220,2003-02-18,432,A
USGS,13309220,2003-02-19,396,A
USGS,13309220,2003-02-20,429,A
USGS,13309220,2003-02-21,419,A
USGS,13309220,2003-02-22,420,A
USGS,13309220,2003-02-23,398,A
USGS,13309220,2003-02-24,260,A e
USGS,13309220,2003-02-25,240,A e
USGS,13309220,2003-02-26,280,A e
USGS,13309220,2003-02-27,300,A e
USGS,13309220,2003-02-28,300,A e
USGS,13309220,2003-03-01,300,A e
USGS,13309220,2003-03-02,340,A e
USGS,13309220,2003-03-03,360,A e
USGS,13309220,2003-03-04,340,A e
USGS,13309220,2003-03-05,340,A e
USGS,13309220,2003-03-06,340,A e
USGS,13309220,2003-03-07,340,A e
USGS,13309220,2003-03-08,355,A
USGS,13309220,2003-03-09,372,A
USGS,13309220,2003-03-10,384,A
USGS,13309220,2003-03-11,421,A
USGS,13309220,2003-03-12,526,A
USGS,13309220,2003-03-13,606,A
USGS,13309220,2003-03-14,829,A
USGS,13309220,2003-03-15,895,A
USGS,13309220,2003-03-16,844,A
USGS,13309220,2003-03-17,757,A
USGS,13309220,2003-03-18,689,A
USGS,13309220,2003-03-19,643,A
USGS,13309220,2003-03-20,673,A
USGS,13309220,2003-03-21,652,A
USGS,13309220,2003-03-22,681,A
USGS,13309220,2003-03-23,1030,A
USGS,13309220,2003-03-24,906,A
USGS,13309220,2003-03-25,833,A
USGS,13309220,2003-03-26,805,A
USGS,13309220,2003-03-27,709,A
USGS,13309220,2003-03-28,638,A
USGS,13309220,2003-03-29,629,A
USGS,13309220,2003-03-30,666,A
USGS,13309220,2003-03-31,771,A
USGS,13309220,2003-04-01,1150,A
USGS,13309220,2003-04-02,1250,A
USGS,13309220,2003-04-03,1060,A
USGS,13309220,2003-04-04,929,A
USGS,13309220,2003-04-05,838,A
USGS,13309220,2003-04-06,791,A
USGS,13309220,2003-04-07,726,A
USGS,13309220,2003-04-08,725,A
USGS,13309220,2003-04-09,860,A
USGS,13309220,2003-04-10,1200,A
USGS,13309220,2003-04-11,1530,A
USGS,13309220,2003-04-12,1940,A
USGS,13309220,2003-04-13,2080,A
USGS,13309220,2003-04-14,1900,A
USGS,13309220,2003-04-15,1650,A
USGS,13309220,2003-04-16,1470,A
USGS,13309220,2003-04-17,1370,A
USGS,13309220,2003-04-18,1310,A
USGS,13309220,2003-04-19,1220,A
USGS,13309220,2003-04-20,1310,A
USGS,13309220,2003-04-21,1560,A
USGS,13309220,2003-04-22,1740,A
USGS,13309220,2003-04-23,2070,A
USGS,13309220,2003-04-24,2130,A
USGS,13309220,2003-04-25,2310,A
USGS,13309220,2003-04-26,2150,A
USGS,13309220,2003-04-27,1860,A
USGS,13309220,2003-04-28,1720,A
USGS,13309220,2003-04-29,1670,A
USGS,13309220,2003-04-30,1680,A
USGS,13309220,2003-05-01,1620,A
USGS,13309220,2003-05-02,1620,A
USGS,13309220,2003-05-03,1730,A
USGS,13309220,2003-05-04,1810,A
USGS,13309220,2003-05-05,1770,A
USGS,13309220,2003-05-06,1670,A
USGS,13309220,2003-05-07,1590,A
USGS,13309220,2003-05-08,1580,A
USGS,13309220,2003-05-09,1640,A
USGS,13309220,2003-05-10,1630,A
USGS,13309220,2003-05-11,1700,A
USGS,13309220,2003-05-12,1830,A
USGS,13309220,2003-05-13,2040,A
USGS,13309220,2003-05-14,2470,A
USGS,13309220,2003-05-15,3200,A
USGS,13309220,2003-05-16,4190,A
USGS,13309220,2003-05-17,4040,A
USGS,13309220,2003-05-18,3660,A
USGS,13309220,2003-05-19,3110,A
USGS,13309220,2003-05-20,3060,A
USGS,13309220,2003-05-21,3250,A
USGS,13309220,2003-05-22,3890,A
USGS,13309220,2003-05-23,5270,A
USGS,13309220,2003-05-24,7310,A
USGS,13309220,2003-05-25,8910,A
USGS,13309220,2003-05-26,9340,A
USGS,13309220,2003-05-27,9610,A
USGS,13309220,2003-05-28,10200,A
USGS,13309220,2003-05-29,11900,A
USGS,13309220,2003-05-30,13400,A
USGS,13309220,2003-05-31,13300,A
USGS,13309220,2003-06-01,10800,A
USGS,13309220,2003-06-02,9390,A
USGS,13309220,2003-06-03,8620,A
USGS,13309220,2003-06-04,7790,A
USGS,13309220,2003-06-05,7120,A
USGS,13309220,2003-06-06,6890,A
USGS,13309220,2003-06-07,7000,A e
USGS,13309220,2003-06-08,7000,A e
USGS,13309220,2003-06-09,7000,A e
USGS,13309220,2003-06-10,6640,A
USGS,13309220,2003-06-11,6140,A
USGS,13309220,2003-06-12,5560,A
USGS,13309220,2003-06-13,5180,A
USGS,13309220,2003-06-14,4830,A
USGS,13309220,2003-06-15,4580,A
USGS,13309220,2003-06-16,4330,A
USGS,13309220,2003-06-17,4240,A
USGS,13309220,2003-06-18,4190,A
USGS,13309220,2003-06-19,3980,A
USGS,13309220,2003-06-20,3980,A
USGS,13309220,2003-06-21,3560,A
USGS,13309220,2003-06-22,3140,A
USGS,13309220,2003-06-23,2840,A
USGS,13309220,2003-06-24,2590,A
USGS,13309220,2003-06-25,2390,A
USGS,13309220,2003-06-26,2250,A
USGS,13309220,2003-06-27,2170,A
USGS,13309220,2003-06-28,2110,A
USGS,13309220,2003-06-29,2040,A
USGS,13309220,2003-06-30,1970,A
USGS,13309220,2003-07-01,1870,A
USGS,13309220,2003-07-02,1780,A
USGS,13309220,2003-07-03,1700,A
USGS,13309220,2003-07-04,1630,A
USGS,13309220,2003-07-05,1560,A
USGS,13309220,2003-07-06,1500,A
USGS,13309220,2003-07-07,1440,A
USGS,13309220,2003-07-08,1420,A
USGS,13309220,2003-07-09,1360,A
USGS,13309220,2003-07-10,1310,A
USGS,13309220,2003-07-11,1260,A
USGS,13309220,2003-07-12,1220,A
USGS,13309220,2003-07-13,1180,A
USGS,13309220,2003-07-14,1150,A
USGS,13309220,2003-07-15,1120,A
USGS,13309220,2003-07-16,1090,A
USGS,13309220,2003-07-17,1060,A
USGS,13309220,2003-07-18,1040,A
USGS,13309220,2003-07-19,1010,A
USGS,13309220,2003-07-20,997,A
USGS,13309220,2003-07-21,966,A
USGS,13309220,2003-07-22,936,A
USGS,13309220,2003-07-23,916,A
USGS,13309220,2003-07-24,909,A
USGS,13309220,2003-07-25,925,A
USGS,13309220,2003-07-26,929,A
USGS,13309220,2003-07-27,941,A
USGS,13309220,2003-07-28,887,A
USGS,13309220,2003-07-29,857,A
USGS,13309220,2003-07-30,832,A
USGS,13309220,2003-07-31,806,A
USGS,13309220,2003-08-01,784,A
USGS,13309220,2003-08-02,771,A
USGS,13309220,2003-08-03,797,A
USGS,13309220,2003-08-04,839,A
USGS,13309220,2003-08-05,795,A
USGS,13309220,2003-08-06,785,A
USGS,13309220,2003-08-07,757,A
USGS,13309220,2003-08-08,733,A
USGS,13309220,2003-08-09,716,A
USGS,13309220,2003-08-10,694,A
USGS,13309220,2003-08-11,677,A
USGS,13309220,2003-08-12,666,A
USGS,13309220,2003-08-13,659,A
USGS,13309220,2003-08-14,646,A
USGS,13309220,2003-08-15,639,A
USGS,13309220,2003-08-16,650,A
USGS,13309220,2003-08-17,631,A
USGS,13309220,2003-08-18,628,A
USGS,13309220,2003-08-19,617,A
USGS,13309220,2003-08-20,604,A
USGS,13309220,2003-08-21,590,A
USGS,13309220,2003-08-22,626,A
USGS,13309220,2003-08-23,816,A
USGS,13309220,2003-08-24,715,A
USGS,13309220,2003-08-25,642,A
USGS,13309220,2003-08-26,615,A
USGS,13309220,2003-08-27,645,A
USGS,13309220,2003-08-28,637,A
USGS,13309220,2003-08-29,605,A
USGS,13309220,2003-08-30,587,A
USGS,13309220,2003-08-31,578,A
USGS,13309220,2003-09-01,567,A
USGS,13309220,2003-09-02,558,A
USGS,13309220,2003-09-03,549,A
USGS,13309220,2003-09-04,542,A
USGS,13309220,2003-09-05,544,A
USGS,13309220,2003-09-06,569,A
USGS,13309220,2003-09-07,577,A
USGS,13309220,2003-09-08,588,A
USGS,13309220,2003-09-09,611,A
USGS,13309220,2003-09-10,605,A
USGS,13309220,2003-09-11,585,A
USGS,13309220,2003-09-12,565,A
USGS,13309220,2003-09-13,548,A
USGS,13309220,2003-09-14,542,A
USGS,13309220,2003-09-15,532,A
USGS,13309220,2003-09-16,530,A
USGS,13309220,2003-09-17,527,A
USGS,13309220,2003-09-18,533,A
USGS,13309220,2003-09-19,534,A
USGS,13309220,2003-09-20,523,A
USGS,13309220,2003-09-21,514,A
USGS,13309220,2003-09-22,507,A
USGS,13309220,2003-09-23,501,A
USGS,13309220,2003-09-24,494,A
USGS,13309220,2003-09-25,488,A
USGS,13309220,2003-09-26,483,A
USGS,13309220,2003-09-27,481,A
USGS,13309220,2003-09-28,478,A
USGS,13309220,2003-09-29,474,A
USGS,13309220,2003-09-30,471,A
USGS,13309220,2003-10-01,468,A
USGS,13309220,2003-10-02,468,A
USGS,13309220,2003-10-03,469,A
USGS,13309220,2003-10-04,474,A
USGS,13309220,2003-10-05,466,A
USGS,13309220,2003-10-06,466,A
USGS,13309220,2003-10-07,463,A
USGS,13309220,2003-10-08,460,A
USGS,13309220,2003-10-09,455,A
USGS,13309220,2003-10-10,454,A
USGS,13309220,2003-10-11,458,A
USGS,13309220,2003-10-12,487,A
USGS,13309220,2003-10-13,489,A
USGS,13309220,2003-10-14,479,A
USGS,13309220,2003-10-15,475,A
USGS,13309220,2003-10-16,505,A
USGS,13309220,2003-10-17,513,A
USGS,13309220,2003-10-18,505,A
USGS,13309220,2003-10-19,483,A
USGS,13309220,2003-10-20,468,A
USGS,13309220,2003-10-21,461,A
USGS,13309220,2003-10-22,458,A
USGS,13309220,2003-10-23,451,A
USGS,13309220,2003-10-24,444,A
USGS,13309220,2003-10-25,440,A
USGS,13309220,2003-10-26,444,A
USGS,13309220,2003-10-27,451,A
USGS,13309220,2003-10-28,452,A
USGS,13309220,2003-10-29,477,A
USGS,13309220,2003-10-30,477,A
USGS,13309220,2003-10-31,430,A
USGS,13309220,2003-11-01,380,A
USGS,13309220,2003-11-02,403,A
USGS,13309220,2003-11-03,464,A
USGS,13309220,2003-11-04,439,A
USGS,13309220,2003-11-05,333,A
USGS,13309220,2003-11-06,334,A
USGS,13309220,2003-11-07,364,A
USGS,13309220,2003-11-08,458,A
USGS,13309220,2003-11-09,509,A
USGS,13309220,2003-11-10,500,A
USGS,13309220,2003-11-11,493,A
USGS,13309220,2003-11-12,451,A
USGS,13309220,2003-11-13,399,A
USGS,13309220,2003-11-14,410,A
USGS,13309220,2003-11-15,456,A
USGS,13309220,2003-11-16,493,A
USGS,13309220,2003-11-17,480,A
USGS,13309220,2003-11-18,458,A
USGS,13309220,2003-11-19,459,A
USGS,13309220,2003-11-20,477,A
USGS,13309220,2003-11-21,416,A
USGS,13309220,2003-11-22,333,A
USGS,13309220,2003-11-23,364,A
USGS,13309220,2003-11-24,438,A
USGS,13309220,2003-11-25,419,A
USGS,13309220,2003-11-26,459,A
USGS,13309220,2003-11-27,429,A
USGS,13309220,2003-11-28,415,A
USGS,13309220,2003-11-29,489,A
USGS,13309220,2003-11-30,494,A
USGS,13309220,2003-12-01,475,A
USGS,13309220,2003-12-02,469,A
USGS,13309220,2003-12-03,459,A
USGS,13309220,2003-12-04,444,A
USGS,13309220,2003-12-05,440,A
USGS,13309220,2003-12-06,576,A
USGS,13309220,2003-12-07,645,A
USGS,13309220,2003-12-08,529,A
USGS,13309220,2003-12-09,439,A
USGS,13309220,2003-12-10,476,A
USGS,13309220,2003-12-11,482,A
USGS,13309220,2003-12-12,469,A
USGS,13309220,2003-12-13,480,A
USGS,13309220,2003-12-14,517,A
USGS,13309220,2003-12-15,422,A
USGS,13309220,2003-12-16,355,A
USGS,13309220,2003-12-17,445,A
USGS,13309220,2003-12-18,393,A
USGS,13309220,2003-12-19,329,A
USGS,13309220,2003-12-20,421,A
USGS,13309220,2003-12-21,529,A
USGS,13309220,2003-12-22,448,A
USGS,13309220,2003-12-23,344,A
USGS,13309220,2003-12-24,432,A
USGS,13309220,2003-12-25,503,A
USGS,13309220,2003-12-26,432,A
USGS,13309220,2003-12-27,386,A
USGS,13309220,2003-12-28,362,A
USGS,13309220,2003-12-29,444,A
USGS,13309220,2003-12-30,413,A
USGS,13309220,2003-12-31,414,A
USGS,13309220,2004-01-01,420,A e
USGS,13309220,2004-01-02,403,A
USGS,13309220,2004-01-03,400,A e
USGS,13309220,2004-01-04,320,A e
USGS,13309220,2004-01-05,280,A e
USGS,13309220,2004-01-06,320,A e
USGS,13309220,2004-01-07,420,A e
USGS,13309220,2004-01-08,440,A e
USGS,13309220,2004-01-09,440,A e
USGS,13309220,2004-01-10,420,A e
USGS,13309220,2004-01-11,420,A e
USGS,13309220,2004-01-12,414,A
USGS,13309220,2004-01-13,405,A
USGS,13309220,2004-01-14,402,A
USGS,13309220,2004-01-15,387,A
USGS,13309220,2004-01-16,451,A
USGS,13309220,2004-01-17,405,A
USGS,13309220,2004-01-18,394,A
USGS,13309220,2004-01-19,466,A
USGS,13309220,2004-01-20,449,A
USGS,13309220,2004-01-21,320,A e
USGS,13309220,2004-01-22,320,A e
USGS,13309220,2004-01-23,400,A e
USGS,13309220,2004-01-24,440,A e
USGS,13309220,2004-01-25,450,A
USGS,13309220,2004-01-26,433,A
USGS,13309220,2004-01-27,440,A
USGS,13309220,2004-01-28,434,A
USGS,13309220,2004-01-29,430,A
USGS,13309220,2004-01-30,443,A
USGS,13309220,2004-01-31,401,A
USGS,13309220,2004-02-01,406,A
USGS,13309220,2004-02-02,344,A
USGS,13309220,2004-02-03,426,A
USGS,13309220,2004-02-04,438,A
USGS,13309220,2004-02-05,415,A
USGS,13309220,2004-02-06,377,A
USGS,13309220,2004-02-07,443,A
USGS,13309220,2004-02-08,425,A
USGS,13309220,2004-02-09,420,A
USGS,13309220,2004-02-10,400,A
USGS,13309220,2004-02-11,395,A
USGS,13309220,2004-02-12,320,A e
USGS,13309220,2004-02-13,320,A e
USGS,13309220,2004-02-14,340,A e
USGS,13309220,2004-02-15,400,A e
USGS,13309220,2004-02-16,418,A
USGS,13309220,2004-02-17,450,A
USGS,13309220,2004-02-18,533,A
USGS,13309220,2004-02-19,517,A
USGS,13309220,2004-02-20,461,A
USGS,13309220,2004-02-21,434,A
USGS,13309220,2004-02-22,411,A
USGS,13309220,2004-02-23,439,A
USGS,13309220,2004-02-24,454,A
USGS,13309220,2004-02-25,408,A
USGS,13309220,2004-02-26,405,A
USGS,13309220,2004-02-27,396,A
USGS,13309220,2004-02-28,397,A
USGS,13309220,2004-02-29,397,A
USGS,13309220,2004-03-01,393,A
USGS,13309220,2004-03-02,394,A
USGS,13309220,2004-03-03,371,A
USGS,13309220,2004-03-04,399,A
USGS,13309220,2004-03-05,375,A
USGS,13309220,2004-03-06,385,A
USGS,13309220,2004-03-07,376,A
USGS,13309220,2004-03-08,394,A
USGS,13309220,2004-03-09,465,A
USGS,13309220,2004-03-10,575,A
USGS,13309220,2004-03-11,621,A
USGS,13309220,2004-03-12,650,A
USGS,13309220,2004-03-13,758,A
USGS,13309220,2004-03-14,732,A
USGS,13309220,2004-03-15,677,A
USGS,13309220,2004-03-16,687,A
USGS,13309220,2004-03-17,720,A
USGS,13309220,2004-03-18,810,A
USGS,13309220,2004-03-19,984,A
USGS,13309220,2004-03-20,1000,A e
USGS,13309220,2004-03-21,1000,A e
USGS,13309220,2004-03-22,1100,A e
USGS,13309220,2004-03-23,1300,A e
USGS,13309220,2004-03-24,1400,A e
USGS,13309220,2004-03-25,1300,A e
USGS,13309220,2004-03-26,1200,A e
USGS,13309220,2004-03-27,1200,A e
USGS,13309220,2004-03-28,1100,A e
USGS,13309220,2004-03-29,1000,A e
USGS,13309220,2004-03-30,1100,A e
USGS,13309220,2004-03-31,1300,A e
USGS,13309220,2004-04-01,1300,A e
USGS,13309220,2004-04-02,1300,A e
USGS,13309220,2004-04-03,1300,A e
USGS,13309220,2004-04-04,1400,A e
USGS,13309220,2004-04-05,1700,A e
USGS,13309220,2004-04-06,2000,A e
USGS,13309220,2004-04-07,2200,A e
USGS,13309220,2004-04-08,2400,A e
USGS,13309220,2004-04-09,2300,A e
USGS,13309220,2004-04-10,2200,A e
USGS,13309220,2004-04-11,2000,A e
USGS,13309220,2004-04-12,2100,A e
USGS,13309220,2004-04-13,2170,A
USGS,13309220,2004-04-14,2410,A
USGS,13309220,2004-04-15,2190,A
USGS,13309220,2004-04-16,1900,A
USGS,13309220,2004-04-17,1740,A
USGS,13309220,2004-04-18,1600,A
USGS,13309220,2004-04-19,1530,A
USGS,13309220,2004-04-20,1480,A
USGS,13309220,2004-04-21,1380,A
USGS,13309220,2004-04-22,1330,A
USGS,13309220,2004-04-23,1310,A
USGS,13309220,2004-04-24,1400,A
USGS,13309220,2004-04-25,1500,A
USGS,13309220,2004-04-26,1660,A
USGS,13309220,2004-04-27,1980,A
USGS,13309220,2004-04-28,2430,A
USGS,13309220,2004-04-29,2260,A
USGS,13309220,2004-04-30,2150,A
USGS,13309220,2004-05-01,2280,A
USGS,13309220,2004-05-02,2610,A
USGS,13309220,2004-05-03,3110,A
USGS,13309220,2004-05-04,3700,A
USGS,13309220,2004-05-05,4210,A
USGS,13309220,2004-05-06,4270,A
USGS,13309220,2004-05-07,4120,A
USGS,13309220,2004-05-08,4000,A
USGS,13309220,2004-05-09,3740,A
USGS,13309220,2004-05-10,3450,A
USGS,13309220,2004-05-11,3440,A
USGS,13309220,2004-05-12,3070,A
USGS,13309220,2004-05-13,2690,A
USGS,13309220,2004-05-14,2430,A
USGS,13309220,2004-05-15,2270,A
USGS,13309220,2004-05-16,2560,A
USGS,13309220,2004-05-17,2660,A
USGS,13309220,2004-05-18,2980,A
USGS,13309220,2004-05-19,3570,A
USGS,13309220,2004-05-20,3330,A
USGS,13309220,2004-05-21,3300,A
USGS,13309220,2004-05-22,3640,A
USGS,13309220,2004-05-23,3780,A
USGS,13309220,2004-05-24,3810,A
USGS,13309220,2004-05-25,3480,A
USGS,13309220,2004-05-26,3300,A
USGS,13309220,2004-05-27,3580,A
USGS,13309220,2004-05-28,4170,A
USGS,13309220,2004-05-29,4560,A
USGS,13309220,2004-05-30,3920,A
USGS,13309220,2004-05-31,3500,A e
USGS,13309220,2004-06-01,3300,A e
USGS,13309220,2004-06-02,3300,A e
USGS,13309220,2004-06-03,3400,A e
USGS,13309220,2004-06-04,3700,A e
USGS,13309220,2004-06-05,4070,A
USGS,13309220,2004-06-06,4240,A
USGS,13309220,2004-06-07,3820,A
USGS,13309220,2004-06-08,3440,A
USGS,13309220,2004-06-09,3350,A
USGS,13309220,2004-06-10,3350,A
USGS,13309220,2004-06-11,3220,A
USGS,13309220,2004-06-12,2880,A
USGS,13309220,2004-06-13,2670,A
USGS,13309220,2004-06-14,2540,A
USGS,13309220,2004-06-15,2450,A
USGS,13309220,2004-06-16,2340,A
USGS,13309220,2004-06-17,2220,A
USGS,13309220,2004-06-18,2150,A
USGS,13309220,2004-06-19,2200,A
USGS,13309220,2004-06-20,2130,A
USGS,13309220,2004-06-21,2010,A
USGS,13309220,2004-06-22,1930,A
USGS,13309220,2004-06-23,1890,A
USGS,13309220,2004-06-24,1860,A
USGS,13309220,2004-06-25,1840,A
USGS,13309220,2004-06-26,1780,A
USGS,13309220,2004-06-27,1760,A
USGS,13309220,2004-06-28,1760,A
USGS,13309220,2004-06-29,1680,A
USGS,13309220,2004-06-30,1740,A
USGS,13309220,2004-07-01,1660,A
USGS,13309220,2004-07-02,1560,A
USGS,13309220,2004-07-03,1480,A
USGS,13309220,2004-07-04,1400,A
USGS,13309220,2004-07-05,1320,A
USGS,13309220,2004-07-06,1270,A
USGS,13309220,2004-07-07,1220,A
USGS,13309220,2004-07-08,1180,A
USGS,13309220,2004-07-09,1140,A
USGS,13309220,2004-07-10,1110,A
USGS,13309220,2004-07-11,1080,A
USGS,13309220,2004-07-12,1040,A
USGS,13309220,2004-07-13,1010,A
USGS,13309220,2004-07-14,975,A
USGS,13309220,2004-07-15,952,A
USGS,13309220,2004-07-16,941,A
USGS,13309220,2004-07-17,926,A
USGS,13309220,2004-07-18,1020,A
USGS,13309220,2004-07-19,1200,A
USGS,13309220,2004-07-20,1170,A
USGS,13309220,2004-07-21,1040,A
USGS,13309220,2004-07-22,946,A
USGS,13309220,2004-07-23,901,A
USGS,13309220,2004-07-24,876,A
USGS,13309220,2004-07-25,843,A
USGS,13309220,2004-07-26,837,A
USGS,13309220,2004-07-27,835,A
USGS,13309220,2004-07-28,800,A
USGS,13309220,2004-07-29,775,A
USGS,13309220,2004-07-30,753,A
USGS,13309220,2004-07-31,734,A
USGS,13309220,2004-08-01,720,A
USGS,13309220,2004-08-02,714,A
USGS,13309220,2004-08-03,726,A
USGS,13309220,2004-08-04,704,A
USGS,13309220,2004-08-05,681,A
USGS,13309220,2004-08-06,661,A
USGS,13309220,2004-08-07,646,A
USGS,13309220,2004-08-08,640,A
USGS,13309220,2004-08-09,631,A
USGS,13309220,2004-08-10,619,A
USGS,13309220,2004-08-11,606,A
USGS,13309220,2004-08-12,599,A
USGS,13309220,2004-08-13,590,A
USGS,13309220,2004-08-14,584,A
USGS,13309220,2004-08-15,600,A
USGS,13309220,2004-08-16,631,A
USGS,13309220,2004-08-17,736,A
USGS,13309220,2004-08-18,836,A
USGS,13309220,2004-08-19,719,A
USGS,13309220,2004-08-20,663,A
USGS,13309220,2004-08-21,629,A
USGS,13309220,2004-08-22,618,A
USGS,13309220,2004-08-23,744,A
USGS,13309220,2004-08-24,769,A
USGS,13309220,2004-08-25,765,A
USGS,13309220,2004-08-26,922,A
USGS,13309220,2004-08-27,853,A
USGS,13309220,2004-08-28,751,A
USGS,13309220,2004-08-29,693,A
USGS,13309220,2004-08-30,657,A
USGS,13309220,2004-08-31,628,A
USGS,13309220,2004-09-01,608,A
USGS,13309220,2004-09-02,619,A
USGS,13309220,2004-09-03,602,A
USGS,13309220,2004-09-04,588,A
USGS,13309220,2004-09-05,578,A
USGS,13309220,2004-09-06,566,A
USGS,13309220,2004-09-07,558,A
USGS,13309220,2004-09-08,548,A
USGS,13309220,2004-09-09,539,A
USGS,13309220,2004-09-10,530,A
USGS,13309220,2004-09-11,522,A
USGS,13309220,2004-09-12,589,A
USGS,13309220,2004-09-13,739,A
USGS,13309220,2004-09-14,713,A
USGS,13309220,2004-09-15,691,A
USGS,13309220,2004-09-16,674,A
USGS,13309220,2004-09-17,650,A
USGS,13309220,2004-09-18,669,A
USGS,13309220,2004-09-19,780,A
USGS,13309220,2004-09-20,739,A
USGS,13309220,2004-09-21,690,A
USGS,13309220,2004-09-22,655,A
USGS,13309220,2004-09-23,639,A
USGS,13309220,2004-09-24,624,A
USGS,13309220,2004-09-25,603,A
USGS,13309220,2004-09-26,588,A
USGS,13309220,2004-09-27,579,A
USGS,13309220,2004-09-28,569,A
USGS,13309220,2004-09-29,559,A
USGS,13309220,2004-09-30,558,A
USGS,13309220,2004-10-01,550,A
USGS,13309220,2004-10-02,543,A
USGS,13309220,2004-10-03,535,A
USGS,13309220,2004-10-04,530,A
USGS,13309220,2004-10-05,525,A
USGS,13309220,2004-10-06,518,A
USGS,13309220,2004-10-07,531,A
USGS,13309220,2004-10-08,527,A
USGS,13309220,2004-10-09,513,A
USGS,13309220,2004-10-10,508,A
USGS,13309220,2004-10-11,503,A
USGS,13309220,2004-10-12,502,A
USGS,13309220,2004-10-13,499,A
USGS,13309220,2004-10-14,495,A
USGS,13309220,2004-10-15,494,A
USGS,13309220,2004-10-16,492,A
USGS,13309220,2004-10-17,491,A
USGS,13309220,2004-10-18,585,A
USGS,13309220,2004-10-19,598,A
USGS,13309220,2004-10-20,569,A
USGS,13309220,2004-10-21,570,A
USGS,13309220,2004-10-22,565,A
USGS,13309220,2004-10-23,575,A
USGS,13309220,2004-10-24,570,A
USGS,13309220,2004-10-25,518,A
USGS,13309220,2004-10-26,524,A
USGS,13309220,2004-10-27,534,A
USGS,13309220,2004-10-28,578,A
USGS,13309220,2004-10-29,608,A
USGS,13309220,2004-10-30,574,A
USGS,13309220,2004-10-31,554,A
USGS,13309220,2004-11-01,471,A
USGS,13309220,2004-11-02,538,A
USGS,13309220,2004-11-03,575,A
USGS,13309220,2004-11-04,543,A
USGS,13309220,2004-11-05,530,A
USGS,13309220,2004-11-06,530,A
USGS,13309220,2004-11-07,505,A
USGS,13309220,2004-11-08,502,A
USGS,13309220,2004-11-09,538,A
USGS,13309220,2004-11-10,543,A
USGS,13309220,2004-11-11,541,A
USGS,13309220,2004-11-12,534,A
USGS,13309220,2004-11-13,517,A
USGS,13309220,2004-11-14,494,A
USGS,13309220,2004-11-15,484,A
USGS,13309220,2004-11-16,508,A
USGS,13309220,2004-11-17,507,A
USGS,13309220,2004-11-18,481,A
USGS,13309220,2004-11-19,450,A
USGS,13309220,2004-11-20,448,A
USGS,13309220,2004-11-21,349,A
USGS,13309220,2004-11-22,386,A
USGS,13309220,2004-11-23,514,A
USGS,13309220,2004-11-24,488,A
USGS,13309220,2004-11-25,502,A
USGS,13309220,2004-11-26,473,A
USGS,13309220,2004-11-27,414,A
USGS,13309220,2004-11-28,427,A
USGS,13309220,2004-11-29,314,A
USGS,13309220,2004-11-30,260,A e
USGS,13309220,2004-12-01,300,A e
USGS,13309220,2004-12-02,310,A e
USGS,13309220,2004-12-03,300,A e
USGS,13309220,2004-12-04,320,A e
USGS,13309220,2004-12-05,310,A e
USGS,13309220,2004-12-06,400,A e
USGS,13309220,2004-12-07,440,A e
USGS,13309220,2004-12-08,460,A e
USGS,13309220,2004-12-09,485,A
USGS,13309220,2004-12-10,504,A
USGS,13309220,2004-12-11,551,A
USGS,13309220,2004-12-12,578,A
USGS,13309220,2004-12-13,552,A
USGS,13309220,2004-12-14,524,A
USGS,13309220,2004-12-15,515,A
USGS,13309220,2004-12-16,468,A
USGS,13309220,2004-12-17,420,A e
USGS,13309220,2004-12-18,410,A e
USGS,13309220,2004-12-19,410,A e
USGS,13309220,2004-12-20,420,A e
USGS,13309220,2004-12-21,330,A e
USGS,13309220,2004-12-22,360,A e
USGS,13309220,2004-12-23,320,A e
USGS,13309220,2004-12-24,350,A e
USGS,13309220,2004-12-25,400,A e
USGS,13309220,2004-12-26,447,A
USGS,13309220,2004-12-27,404,A
USGS,13309220,2004-12-28,358,A
USGS,13309220,2004-12-29,409,A
USGS,13309220,2004-12-30,508,A
USGS,13309220,2004-12-31,459,A
USGS,13309220,2005-01-01,440,A e
USGS,13309220,2005-01-02,400,A e
USGS,13309220,2005-01-03,330,A e
USGS,13309220,2005-01-04,300,A e
USGS,13309220,2005-01-05,290,A e
USGS,13309220,2005-01-06,350,A e
USGS,13309220,2005-01-07,400,A e
USGS,13309220,2005-01-08,410,A e
USGS,13309220,2005-01-09,400,A e
USGS,13309220,2005-01-10,400,A e
USGS,13309220,2005-01-11,370,A e
USGS,13309220,2005-01-12,350,A e
USGS,13309220,2005-01-13,400,A e
USGS,13309220,2005-01-14,370,A e
USGS,13309220,2005-01-15,350,A e
USGS,13309220,2005-01-16,400,A e
USGS,13309220,2005-01-17,460,A e
USGS,13309220,2005-01-18,538,A
USGS,13309220,2005-01-19,561,A
USGS,13309220,2005-01-20,530,A
USGS,13309220,2005-01-21,497,A
USGS,13309220,2005-01-22,478,A
USGS,13309220,2005-01-23,468,A
USGS,13309220,2005-01-24,449,A
USGS,13309220,2005-01-25,459,A
USGS,13309220,2005-01-26,499,A
USGS,13309220,2005-01-27,495,A
USGS,13309220,2005-01-28,479,A
USGS,13309220,2005-01-29,457,A
USGS,13309220,2005-01-30,432,A
