agency_cd,site_no,Date,Flow,Flow_cd
USGS,13309220,2005-01-31,391,A
USGS,13309220,2005-02-01,386,A
USGS,13309220,2005-02-02,371,A
USGS,13309220,2005-02-03,402,A
USGS,13309220,2005-02-04,426,A
USGS,13309220,2005-02-05,445,A
USGS,13309220,2005-02-06,364,A
USGS,13309220,2005-02-07,427,A
USGS,13309220,2005-02-08,376,A
USGS,13309220,2005-02-09,337,A
USGS,13309220,2005-02-10,356,A
USGS,13309220,2005-02-11,335,A
USGS,13309220,2005-02-12,434,A
USGS,13309220,2005-02-13,427,A
USGS,13309220,2005-02-14,392,A
USGS,13309220,2005-02-15,325,A
USGS,13309220,2005-02-16,270,A e
USGS,13309220,2005-02-17,300,A e
USGS,13309220,2005-02-18,350,A e
USGS,13309220,2005-02-19,453,A
USGS,13309220,2005-02-20,421,A
USGS,13309220,2005-02-21,401,A
USGS,13309220,2005-02-22,383,A
USGS,13309220,2005-02-23,376,A
USGS,13309220,2005-02-24,388,A
USGS,13309220,2005-02-25,403,A
USGS,13309220,2005-02-26,414,A
USGS,13309220,2005-02-27,419,A
USGS,13309220,2005-02-28,434,A
USGS,13309220,2005-03-01,438,A
USGS,13309220,2005-03-02,423,A
USGS,13309220,2005-03-03,428,A
USGS,13309220,2005-03-04,429,A
USGS,13309220,2005-03-05,435,A
USGS,13309220,2005-03-06,452,A
USGS,13309220,2005-03-07,466,A
USGS,13309220,2005-03-08,495,A
USGS,13309220,2005-03-09,522,A
USGS,13309220,2005-03-10,567,A
USGS,13309220,2005-03-11,587,A
USGS,13309220,2005-03-12,607,A
USGS,13309220,2005-03-13,581,A
USGS,13309220,2005-03-14,522,A
USGS,13309220,2005-03-15,518,A
USGS,13309220,2005-03-16,511,A
USGS,13309220,2005-03-17,511,A
USGS,13309220,2005-03-18,452,A
USGS,13309220,2005-03-19,478,A
USGS,13309220,2005-03-20,507,A
USGS,13309220,2005-03-21,491,A
USGS,13309220,2005-03-22,469,A
USGS,13309220,2005-03-23,479,A
USGS,13309220,2005-03-24,477,A
USGS,13309220,2005-03-25,451,A
USGS,13309220,2005-03-26,411,A
USGS,13309220,2005-03-27,476,A
USGS,13309220,2005-03-28,721,A
USGS,13309220,2005-03-29,675,A
USGS,13309220,2005-03-30,589,A
USGS,13309220,2005-03-31,505,A
USGS,13309220,2005-04-01,528,A
USGS,13309220,2005-04-02,555,A
USGS,13309220,2005-04-03,590,A
USGS,13309220,2005-04-04,597,A
USGS,13309220,2005-04-05,548,A
USGS,13309220,2005-04-06,548,A
USGS,13309220,2005-04-07,726,A
USGS,13309220,2005-04-08,921,A
USGS,13309220,2005-04-09,851,A
USGS,13309220,2005-04-10,761,A
USGS,13309220,2005-04-11,739,A
USGS,13309220,2005-04-12,736,A
USGS,13309220,2005-04-13,779,A
USGS,13309220,2005-04-14,807,A
USGS,13309220,2005-04-15,734,A
USGS,13309220,2005-04-16,759,A
USGS,13309220,2005-04-17,931,A
USGS,13309220,2005-04-18,1020,A
USGS,13309220,2005-04-19,958,A
USGS,13309220,2005-04-20,914,A
USGS,13309220,2005-04-21,959,A
USGS,13309220,2005-04-22,966,A
USGS,13309220,2005-04-23,1120,A
USGS,13309220,2005-04-24,1310,A
USGS,13309220,2005-04-25,1520,A
USGS,13309220,2005-04-26,2010,A
USGS,13309220,2005-04-27,2400,A
USGS,13309220,2005-04-28,2570,A
USGS,13309220,2005-04-29,2420,A
USGS,13309220,2005-04-30,2130,A
USGS,13309220,2005-05-01,2000,A
USGS,13309220,2005-05-02,2010,A
USGS,13309220,2005-05-03,2110,A
USGS,13309220,2005-05-04,2290,A
USGS,13309220,2005-05-05,2260,A
USGS,13309220,2005-05-06,2660,A
USGS,13309220,2005-05-07,2900,A
USGS,13309220,2005-05-08,3000,A
USGS,13309220,2005-05-09,3180,A
USGS,13309220,2005-05-10,3150,A
USGS,13309220,2005-05-11,2860,A
USGS,13309220,2005-05-12,2630,A
USGS,13309220,2005-05-13,2640,A
USGS,13309220,2005-05-14,2740,A
USGS,13309220,2005-05-15,2980,A
USGS,13309220,2005-05-16,3820,A
USGS,13309220,2005-05-17,4830,A
USGS,13309220,2005-05-18,4310,A
USGS,13309220,2005-05-19,6910,A
USGS,13309220,2005-05-20,7390,A
USGS,13309220,2005-05-21,6620,A
USGS,13309220,2005-05-22,5860,A
USGS,13309220,2005-05-23,5700,A
USGS,13309220,2005-05-24,5340,A
USGS,13309220,2005-05-25,4860,A
USGS,13309220,2005-05-26,4580,A
USGS,13309220,2005-05-27,4510,A
USGS,13309220,2005-05-28,4610,A
USGS,13309220,2005-05-29,4740,A
USGS,13309220,2005-05-30,4650,A
USGS,13309220,2005-05-31,4350,A
USGS,13309220,2005-06-01,4540,A
USGS,13309220,2005-06-02,4190,A
USGS,13309220,2005-06-03,3670,A
USGS,13309220,2005-06-04,3330,A
USGS,13309220,2005-06-05,3180,A
USGS,13309220,2005-06-06,3160,A
USGS,13309220,2005-06-07,2910,A
USGS,13309220,2005-06-08,2890,A
USGS,13309220,2005-06-09,2820,A
USGS,13309220,2005-06-10,2610,A
USGS,13309220,2005-06-11,2490,A
USGS,13309220,2005-06-12,2640,A
USGS,13309220,2005-06-13,2490,A
USGS,13309220,2005-06-14,2350,A
USGS,13309220,2005-06-15,2360,A
USGS,13309220,2005-06-16,2400,A
USGS,13309220,2005-06-17,2570,A
USGS,13309220,2005-06-18,2620,A
USGS,13309220,2005-06-19,2360,A
USGS,13309220,2005-06-20,2200,A
USGS,13309220,2005-06-21,2140,A
USGS,13309220,2005-06-22,2150,A
USGS,13309220,2005-06-23,2090,A
USGS,13309220,2005-06-24,1980,A
USGS,13309220,2005-06-25,1900,A
USGS,13309220,2005-06-26,2040,A
USGS,13309220,2005-06-27,2110,A
USGS,13309220,2005-06-28,2210,A
USGS,13309220,2005-06-29,1980,A
USGS,13309220,2005-06-30,1790,A
USGS,13309220,2005-07-01,1670,A
USGS,13309220,2005-07-02,1590,A
USGS,13309220,2005-07-03,1500,A
USGS,13309220,2005-07-04,1440,A
USGS,13309220,2005-07-05,1380,A
USGS,13309220,2005-07-06,1330,A
USGS,13309220,2005-07-07,1290,A
USGS,13309220,2005-07-08,1240,A
USGS,13309220,2005-07-09,1210,A
USGS,13309220,2005-07-10,1280,A
USGS,13309220,2005-07-11,1290,A
USGS,13309220,2005-07-12,1190,A
USGS,13309220,2005-07-13,1120,A
USGS,13309220,2005-07-14,1070,A
USGS,13309220,2005-07-15,1040,A
USGS,13309220,2005-07-16,1010,A
USGS,13309220,2005-07-17,968,A
USGS,13309220,2005-07-18,952,A
USGS,13309220,2005-07-19,930,A
USGS,13309220,2005-07-20,905,A
USGS,13309220,2005-07-21,883,A
USGS,13309220,2005-07-22,868,A
USGS,13309220,2005-07-23,844,A
USGS,13309220,2005-07-24,820,A
USGS,13309220,2005-07-25,804,A
USGS,13309220,2005-07-26,789,A
USGS,13309220,2005-07-27,778,A
USGS,13309220,2005-07-28,762,A
USGS,13309220,2005-07-29,763,A
USGS,13309220,2005-07-30,734,A
USGS,13309220,2005-07-31,746,A
USGS,13309220,2005-08-01,771,A
USGS,13309220,2005-08-02,766,A
USGS,13309220,2005-08-03,735,A
USGS,13309220,2005-08-04,700,A
USGS,13309220,2005-08-05,677,A
USGS,13309220,2005-08-06,661,A
USGS,13309220,2005-08-07,648,A
USGS,13309220,2005-08-08,638,A
USGS,13309220,2005-08-09,631,A
USGS,13309220,2005-08-10,620,A
USGS,13309220,2005-08-11,602,A
USGS,13309220,2005-08-12,589,A
USGS,13309220,2005-08-13,586,A
USGS,13309220,2005-08-14,580,A
USGS,13309220,2005-08-15,571,A
USGS,13309220,2005-08-16,563,A
USGS,13309220,2005-08-17,558,A
USGS,13309220,2005-08-18,556,A
USGS,13309220,2005-08-19,548,A
USGS,13309220,2005-08-20,539,A
USGS,13309220,2005-08-21,529,A
USGS,13309220,2005-08-22,521,A
USGS,13309220,2005-08-23,522,A
USGS,13309220,2005-08-24,517,A
USGS,13309220,2005-08-25,515,A
USGS,13309220,2005-08-26,509,A
USGS,13309220,2005-08-27,503,A
USGS,13309220,2005-08-28,495,A
USGS,13309220,2005-08-29,489,A
USGS,13309220,2005-08-30,483,A
USGS,13309220,2005-08-31,488,A
USGS,13309220,2005-09-01,488,A
USGS,13309220,2005-09-02,483,A
USGS,13309220,2005-09-03,473,A
USGS,13309220,2005-09-04,466,A
USGS,13309220,2005-09-05,465,A
USGS,13309220,2005-09-06,466,A
USGS,13309220,2005-09-07,465,A
USGS,13309220,2005-09-08,458,A
USGS,13309220,2005-09-09,458,A
USGS,13309220,2005-09-10,488,A
USGS,13309220,2005-09-11,504,A
USGS,13309220,2005-09-12,501,A
USGS,13309220,2005-09-13,496,A
USGS,13309220,2005-09-14,489,A
USGS,13309220,2005-09-15,480,A
USGS,13309220,2005-09-16,472,A
USGS,13309220,2005-09-17,534,A
USGS,13309220,2005-09-18,570,A
USGS,13309220,2005-09-19,529,A
USGS,13309220,2005-09-20,497,A
USGS,13309220,2005-09-21,480,A
USGS,13309220,2005-09-22,472,A
USGS,13309220,2005-09-23,466,A
USGS,13309220,2005-09-24,526,A
USGS,13309220,2005-09-25,551,A
USGS,13309220,2005-09-26,516,A
USGS,13309220,2005-09-27,493,A
USGS,13309220,2005-09-28,477,A
USGS,13309220,2005-09-29,470,A
USGS,13309220,2005-09-30,469,A
USGS,13309220,2005-10-01,482,A
USGS,13309220,2005-10-02,539,A
USGS,13309220,2005-10-03,524,A
USGS,13309220,2005-10-04,518,A
USGS,13309220,2005-10-05,502,A
USGS,13309220,2005-10-06,493,A
USGS,13309220,2005-10-07,489,A
USGS,13309220,2005-10-08,489,A
USGS,13309220,2005-10-09,483,A
USGS,13309220,2005-10-10,479,A
USGS,13309220,2005-10-11,479,A
USGS,13309220,2005-10-12,489,A
USGS,13309220,2005-10-13,484,A
USGS,13309220,2005-10-14,476,A
USGS,13309220,2005-10-15,470,A
USGS,13309220,2005-10-16,464,A
USGS,13309220,2005-10-17,461,A
USGS,13309220,2005-10-18,459,A
USGS,13309220,2005-10-19,456,A
USGS,13309220,2005-10-20,458,A
USGS,13309220,2005-10-21,456,A
USGS,13309220,2005-10-22,456,A
USGS,13309220,2005-10-23,454,A
USGS,13309220,2005-10-24,450,A
USGS,13309220,2005-10-25,447,A
USGS,13309220,2005-10-26,445,A
USGS,13309220,2005-10-27,473,A
USGS,13309220,2005-10-28,525,A
USGS,13309220,2005-10-29,521,A
USGS,13309220,2005-10-30,496,A
USGS,13309220,2005-10-31,478,A
USGS,13309220,2005-11-01,492,A
USGS,13309220,2005-11-02,575,A
USGS,13309220,2005-11-03,606,A
USGS,13309220,2005-11-04,565,A
USGS,13309220,2005-11-05,525,A
USGS,13309220,2005-11-06,551,A
USGS,13309220,2005-11-07,550,A
USGS,13309220,2005-11-08,662,A
USGS,13309220,2005-11-09,534,A
USGS,13309220,2005-11-10,509,A
USGS,13309220,2005-11-11,587,A
USGS,13309220,2005-11-12,569,A
USGS,13309220,2005-11-13,524,A
USGS,13309220,2005-11-14,537,A
USGS,13309220,2005-11-15,398,A
USGS,13309220,2005-11-16,523,A
USGS,13309220,2005-11-17,537,A
USGS,13309220,2005-11-18,463,A
USGS,13309220,2005-11-19,440,A e
USGS,13309220,2005-11-20,420,A e
USGS,13309220,2005-11-21,400,A e
USGS,13309220,2005-11-22,400,A e
USGS,13309220,2005-11-23,390,A e
USGS,13309220,2005-11-24,380,A e
USGS,13309220,2005-11-25,440,A e
USGS,13309220,2005-11-26,563,A
USGS,13309220,2005-11-27,484,A
USGS,13309220,2005-11-28,396,A
USGS,13309220,2005-11-29,430,A
USGS,13309220,2005-11-30,494,A
USGS,13309220,2005-12-01,450,A
USGS,13309220,2005-12-02,476,A
USGS,13309220,2005-12-03,474,A
USGS,13309220,2005-12-04,423,A
USGS,13309220,2005-12-05,377,A
USGS,13309220,2005-12-06,420,A e
USGS,13309220,2005-12-07,300,A e
USGS,13309220,2005-12-08,240,A e
USGS,13309220,2005-12-09,280,A e
USGS,13309220,2005-12-10,300,A e
USGS,13309220,2005-12-11,320,A e
USGS,13309220,2005-12-12,340,A e
USGS,13309220,2005-12-13,360,A e
USGS,13309220,2005-12-14,360,A e
USGS,13309220,2005-12-15,350,A e
USGS,13309220,2005-12-16,350,A e
USGS,13309220,2005-12-17,350,A e
USGS,13309220,2005-12-18,340,A e
USGS,13309220,2005-12-19,460,A e
USGS,13309220,2005-12-20,600,A e
USGS,13309220,2005-12-21,844,A
USGS,13309220,2005-12-22,952,A
USGS,13309220,2005-12-23,1000,A
USGS,13309220,2005-12-24,878,A
USGS,13309220,2005-12-25,786,A
USGS,13309220,2005-12-26,789,A
USGS,13309220,2005-12-27,763,A
USGS,13309220,2005-12-28,768,A
USGS,13309220,2005-12-29,1020,A
USGS,13309220,2005-12-30,852,A
USGS,13309220,2005-12-31,832,A
